Id,Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
48.5,11.5,2749,0.39,1,0,0,1,'(60 + 23ω),0,60 + 23ω,37 + 60ω,-23 + 37ω,-60 - 23ω,-37 - 60ω,23 - 37ω
49.0,11.0,2764,0.371,0,0,0,2,(2) (30 + 11ω),0,60 + 22ω,38 + 60ω,-22 + 38ω,-60 - 22ω,-38 - 60ω,22 - 38ω
49.5,10.5,2781,0.352,0,0,2,2,(2 + ω)³ (9 - 2ω),0,60 + 21ω,39 + 60ω,-21 + 39ω,-60 - 21ω,-39 - 60ω,21 - 39ω
50.0,10.0,2800,0.333,0,0,1,3,(2)² (3 + ω) (5),0,60 + 20ω,40 + 60ω,-20 + 40ω,-60 - 20ω,-40 - 60ω,20 - 40ω
49.5,9.5,2721,0.321,0,0,0,2,(2 + ω) (7 + 33ω),0,59 + 19ω,40 + 59ω,-19 + 40ω,-59 - 19ω,-40 - 59ω,19 - 40ω
50.0,9.0,2743,0.302,0,0,0,2,(4 + ω) (15 + ω),0,59 + 18ω,41 + 59ω,-18 + 41ω,-59 - 18ω,-41 - 59ω,18 - 41ω
34.0,22.0,2608,0.842,0,0,1,2,(2)² (3 + 14ω),0,56 + 44ω,12 + 56ω,-44 + 12ω,-56 - 44ω,-12 - 56ω,44 - 12ω
35.5,21.5,2647,0.809,1,0,0,1,'(57 + 43ω),0,57 + 43ω,14 + 57ω,-43 + 14ω,-57 - 43ω,-14 - 57ω,43 - 14ω
37.0,21.0,2692,0.777,0,0,0,2,(2) (8 + 29ω),0,58 + 42ω,16 + 58ω,-42 + 16ω,-58 - 42ω,-16 - 58ω,42 - 16ω
36.0,21.0,2619,0.791,0,0,2,2,(2 + ω)³ (3 - 8ω),0,57 + 42ω,15 + 57ω,-42 + 15ω,-57 - 42ω,-15 - 57ω,42 - 15ω
37.5,20.5,2667,0.758,0,1,0,3,(2 + ω) (2 - ω) (7 - 6ω),0,58 + 41ω,17 + 58ω,-41 + 17ω,-58 - 41ω,-17 - 58ω,41 - 17ω
38.0,20.0,2644,0.739,0,0,0,2,(2) (9 + 29ω),0,58 + 40ω,18 + 58ω,-40 + 18ω,-58 - 40ω,-18 - 58ω,40 - 18ω
39.5,19.5,2701,0.707,0,0,0,2,(7 + 4ω) (9 + ω),0,59 + 39ω,20 + 59ω,-39 + 20ω,-59 - 39ω,-20 - 59ω,39 - 20ω
38.5,19.5,2623,0.72,0,0,0,2,(7 + ω) (9 + 5ω),0,58 + 39ω,19 + 58ω,-39 + 19ω,-58 - 39ω,-19 - 58ω,39 - 19ω
40.0,19.0,2683,0.688,1,0,0,1,'(59 + 38ω),0,59 + 38ω,21 + 59ω,-38 + 21ω,-59 - 38ω,-21 - 59ω,38 - 21ω
