Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
-22.5,7.5,225,2.618,0,13,1,2,(√5)² (1.5 + 1.5√5),1,-22.5 + 7.5√5,22.5 - 7.5√5
30.0,15.0,-225,0.714,0,6,1,2,(√5)² (1.5 + 1.5√5),0,30 + 15√5,-30 - 15√5
-30.0,15.0,-225,2.428,0,17,1,2,(√5)² (1.5 + 1.5√5),1,-30 + 15√5,30 - 15√5
4.0,7.0,-229,1.252,1,0,0,0,'(4 + 7√5),2,4 + 7√5,-4 - 7√5,4 + 7√5
-4.0,7.0,-229,1.889,1,1,0,0,'(4 - 7√5),2,-4 + 7√5,4 - 7√5,4 - 7√5
11.5,8.5,-229,0.908,1,6,0,1,(4 - 7√5),2,11.5 + 8.5√5,-11.5 - 8.5√5,4 - 7√5
-11.5,8.5,-229,2.234,1,9,0,1,(4 + 7√5),2,-11.5 + 8.5√5,11.5 - 8.5√5,4 + 7√5
15.5,1.5,229,0.166,1,0,0,1,(4 - 7√5),2,15.5 + 1.5√5,-15.5 - 1.5√5,4 - 7√5
-15.5,1.5,229,2.976,1,3,0,1,(4 + 7√5),2,-15.5 + 1.5√5,15.5 - 1.5√5,4 + 7√5
19.5,5.5,229,0.454,1,0,0,1,(4 + 7√5),2,19.5 + 5.5√5,-19.5 - 5.5√5,4 + 7√5
-19.5,5.5,229,2.687,1,3,0,1,(4 - 7√5),2,-19.5 + 5.5√5,19.5 - 5.5√5,4 - 7√5
23.5,12.5,-229,0.744,1,6,0,1,(4 + 7√5),2,23.5 + 12.5√5,-23.5 - 12.5√5,4 + 7√5
-23.5,12.5,-229,2.397,1,9,0,1,(4 - 7√5),2,-23.5 + 12.5√5,23.5 - 12.5√5,4 - 7√5
27.0,10.0,229,0.57,1,10,0,1,(4 - 7√5),2,27 + 10√5,-27 - 10√5,4 - 7√5
-27.0,10.0,229,2.571,1,13,0,1,(4 + 7√5),2,-27 + 10√5,27 - 10√5,4 + 7√5
3.0,7.0,-236,1.328,0,2,0,2,(1 + √5) (1.5 + 3.5√5),0,3 + 7√5,-3 - 7√5
-3.0,7.0,-236,1.813,0,2,0,2,(1 + √5) (1.5 - 3.5√5),1,-3 + 7√5,3 - 7√5
13.0,9.0,-236,0.876,0,0,0,2,(1 + √5) (1.5 - 3.5√5),0,13 + 9√5,-13 - 9√5
-13.0,9.0,-236,2.266,0,12,0,2,(1 + √5) (1.5 + 3.5√5),1,-13 + 9√5,13 - 9√5
16.0,2.0,236,0.213,0,4,0,2,(1 + √5) (1.5 - 3.5√5),0,16 + 2√5,-16 - 2√5
-16.0,2.0,236,2.928,0,8,0,2,(1 + √5) (1.5 + 3.5√5),1,-16 + 2√5,16 - 2√5
19.0,5.0,236,0.428,0,4,0,2,(1 + √5) (1.5 + 3.5√5),0,19 + 5√5,-19 - 5√5
-19.0,5.0,236,2.714,0,8,0,2,(1 + √5) (1.5 - 3.5√5),1,-19 + 5√5,19 - 5√5
22.0,12.0,-236,0.757,0,0,0,2,(1 + √5) (1.5 + 3.5√5),0,22 + 12√5,-22 - 12√5
-22.0,12.0,-236,2.385,0,12,0,2,(1 + √5) (1.5 - 3.5√5),1,-22 + 12√5,22 - 12√5
29.0,11.0,236,0.581,0,6,0,2,(1 + √5) (1.5 - 3.5√5),0,29 + 11√5,-29 - 11√5
-29.0,11.0,236,2.56,0,16,0,2,(1 + √5) (1.5 + 3.5√5),1,-29 + 11√5,29 - 11√5
6.5,7.5,-239,1.107,1,0,0,0,'(6.5 + 7.5√5),2,6.5 + 7.5√5,-6.5 - 7.5√5,6.5 + 7.5√5
-6.5,7.5,-239,2.035,1,1,0,0,'(6.5 - 7.5√5),2,-6.5 + 7.5√5,6.5 - 7.5√5,6.5 - 7.5√5
9.0,8.0,-239,0.995,1,6,0,1,(6.5 - 7.5√5),2,9 + 8√5,-9 - 8√5,6.5 - 7.5√5
-9.0,8.0,-239,2.147,1,9,0,1,(6.5 + 7.5√5),2,-9 + 8√5,9 - 8√5,6.5 + 7.5√5
15.5,0.5,239,0.056,1,0,0,1,(6.5 - 7.5√5),2,15.5 + 0.5√5,-15.5 - 0.5√5,6.5 - 7.5√5
-15.5,0.5,239,3.086,1,3,0,1,(6.5 + 7.5√5),2,-15.5 + 0.5√5,15.5 - 0.5√5,6.5 + 7.5√5
22.0,7.0,239,0.504,1,0,0,1,(6.5 + 7.5√5),2,22 + 7√5,-22 - 7√5,6.5 + 7.5√5
-22.0,7.0,239,2.638,1,3,0,1,(6.5 - 7.5√5),2,-22 + 7√5,22 - 7√5,6.5 - 7.5√5
24.5,8.5,239,0.541,1,10,0,1,(6.5 - 7.5√5),2,24.5 + 8.5√5,-24.5 - 8.5√5,6.5 - 7.5√5
-24.5,8.5,239,2.601,1,13,0,1,(6.5 + 7.5√5),2,-24.5 + 8.5√5,24.5 - 8.5√5,6.5 + 7.5√5
28.5,14.5,-239,0.722,1,6,0,1,(6.5 + 7.5√5),2,28.5 + 14.5√5,-28.5 - 14.5√5,6.5 + 7.5√5
-28.5,14.5,-239,2.419,1,9,0,1,(6.5 - 7.5√5),2,-28.5 + 14.5√5,28.5 - 14.5√5,6.5 - 7.5√5
2.0,7.0,-241,1.407,1,0,0,0,'(2 + 7√5),2,2 + 7√5,-2 - 7√5,2 + 7√5
-2.0,7.0,-241,1.734,1,1,0,0,'(2 - 7√5),2,-2 + 7√5,2 - 7√5,2 - 7√5
16.5,2.5,241,0.257,1,0,0,1,(2 - 7√5),2,16.5 + 2.5√5,-16.5 - 2.5√5,2 - 7√5
-16.5,2.5,241,2.885,1,3,0,1,(2 + 7√5),2,-16.5 + 2.5√5,16.5 - 2.5√5,2 + 7√5
14.5,9.5,-241,0.848,1,6,0,1,(2 - 7√5),2,14.5 + 9.5√5,-14.5 - 9.5√5,2 - 7√5
-14.5,9.5,-241,2.293,1,9,0,1,(2 + 7√5),2,-14.5 + 9.5√5,14.5 - 9.5√5,2 + 7√5
18.5,4.5,241,0.399,1,0,0,1,(2 + 7√5),2,18.5 + 4.5√5,-18.5 - 4.5√5,2 + 7√5
-18.5,4.5,241,2.743,1,3,0,1,(2 - 7√5),2,-18.5 + 4.5√5,18.5 - 4.5√5,2 - 7√5
20.5,11.5,-241,0.771,1,6,0,1,(2 + 7√5),2,20.5 + 11.5√5,-20.5 - 11.5√5,2 + 7√5
-20.5,11.5,-241,2.371,1,9,0,1,(2 - 7√5),2,-20.5 + 11.5√5,20.5 - 11.5√5,2 - 7√5
31.0,12.0,241,0.591,1,10,0,1,(2 - 7√5),2,31 + 12√5,-31 - 12√5,2 - 7√5
-31.0,12.0,241,2.551,1,13,0,1,(2 + 7√5),2,-31 + 12√5,31 - 12√5,2 + 7√5
39.0,16.0,241,0.618,1,10,0,1,(2 + 7√5),2,39 + 16√5,-39 - 16√5,2 + 7√5
-39.0,16.0,241,2.524,1,13,0,1,(2 - 7√5),2,-39 + 16√5,39 - 16√5,2 - 7√5
1.0,7.0,-244,1.489,0,2,0,2,(1 + √5) (0.5 + 3.5√5),0,1 + 7√5,-1 - 7√5
-1.0,7.0,-244,1.653,0,2,0,2,(1 + √5) (0.5 - 3.5√5),1,-1 + 7√5,1 - 7√5
17.0,3.0,244,0.297,0,4,0,2,(1 + √5) (0.5 - 3.5√5),0,17 + 3√5,-17 - 3√5
-17.0,3.0,244,2.845,0,8,0,2,(1 + √5) (0.5 + 3.5√5),1,-17 + 3√5,17 - 3√5
18.0,4.0,244,0.367,0,4,0,2,(1 + √5) (0.5 + 3.5√5),0,18 + 4√5,-18 - 4√5
-18.0,4.0,244,2.774,0,8,0,2,(1 + √5) (0.5 - 3.5√5),1,-18 + 4√5,18 - 4√5
16.0,10.0,-244,0.825,0,0,0,2,(1 + √5) (0.5 - 3.5√5),0,16 + 10√5,-16 - 10√5
-16.0,10.0,-244,2.317,0,12,0,2,(1 + √5) (0.5 + 3.5√5),1,-16 + 10√5,16 - 10√5
19.0,11.0,-244,0.787,0,0,0,2,(1 + √5) (0.5 + 3.5√5),0,19 + 11√5,-19 - 11√5
-19.0,11.0,-244,2.355,0,12,0,2,(1 + √5) (0.5 - 3.5√5),1,-19 + 11√5,19 - 11√5
33.0,13.0,244,0.599,0,6,0,2,(1 + √5) (0.5 - 3.5√5),0,33 + 13√5,-33 - 13√5
-33.0,13.0,244,2.543,0,16,0,2,(1 + √5) (0.5 + 3.5√5),1,-33 + 13√5,33 - 13√5
37.0,15.0,244,0.612,0,6,0,2,(1 + √5) (0.5 + 3.5√5),0,37 + 15√5,-37 - 15√5
-37.0,15.0,244,2.529,0,16,0,2,(1 + √5) (0.5 - 3.5√5),1,-37 + 15√5,37 - 15√5
0.0,7.0,-245,1.571,0,2,0,2,(√5) (3.5 + 3.5√5),0,7√5,-7√5
17.5,3.5,245,0.333,0,4,0,2,(√5) (3.5 + 3.5√5),0,17.5 + 3.5√5,-17.5 - 3.5√5
-17.5,3.5,245,2.808,0,8,0,2,(√5) (3.5 + 3.5√5),1,-17.5 + 3.5√5,17.5 - 3.5√5
17.5,10.5,-245,0.805,0,0,0,2,(√5) (3.5 + 3.5√5),0,17.5 + 10.5√5,-17.5 - 10.5√5
-17.5,10.5,-245,2.337,0,12,0,2,(√5) (3.5 + 3.5√5),1,-17.5 + 10.5√5,17.5 - 10.5√5
35.0,14.0,245,0.606,0,6,0,2,(√5) (3.5 + 3.5√5),0,35 + 14√5,-35 - 14√5
-35.0,14.0,245,2.536,0,16,0,2,(√5) (3.5 + 3.5√5),1,-35 + 14√5,35 - 14√5
5.5,7.5,-251,1.17,1,0,0,0,'(5.5 + 7.5√5),2,5.5 + 7.5√5,-5.5 - 7.5√5,5.5 + 7.5√5
-5.5,7.5,-251,1.971,1,1,0,0,'(5.5 - 7.5√5),2,-5.5 + 7.5√5,5.5 - 7.5√5,5.5 - 7.5√5
10.5,8.5,-251,0.951,1,6,0,1,(5.5 - 7.5√5),2,10.5 + 8.5√5,-10.5 - 8.5√5,5.5 - 7.5√5
-10.5,8.5,-251,2.19,1,9,0,1,(5.5 + 7.5√5),2,-10.5 + 8.5√5,10.5 - 8.5√5,5.5 + 7.5√5
16.0,1.0,251,0.108,1,0,0,1,(5.5 - 7.5√5),2,16 + √5,-16 - √5,5.5 - 7.5√5
-16.0,1.0,251,3.034,1,3,0,1,(5.5 + 7.5√5),2,-16 + √5,16 - √5,5.5 + 7.5√5
21.5,6.5,251,0.482,1,0,0,1,(5.5 + 7.5√5),2,21.5 + 6.5√5,-21.5 - 6.5√5,5.5 + 7.5√5
-21.5,6.5,251,2.659,1,3,0,1,(5.5 - 7.5√5),2,-21.5 + 6.5√5,21.5 - 6.5√5,5.5 - 7.5√5
26.5,9.5,251,0.556,1,10,0,1,(5.5 - 7.5√5),2,26.5 + 9.5√5,-26.5 - 9.5√5,5.5 - 7.5√5
-26.5,9.5,251,2.586,1,13,0,1,(5.5 + 7.5√5),2,-26.5 + 9.5√5,26.5 - 9.5√5,5.5 + 7.5√5
27.0,14.0,-251,0.732,1,6,0,1,(5.5 + 7.5√5),2,27 + 14√5,-27 - 14√5,5.5 + 7.5√5
-27.0,14.0,-251,2.41,1,9,0,1,(5.5 - 7.5√5),2,-27 + 14√5,27 - 14√5,5.5 - 7.5√5
8.0,8.0,-256,1.047,0,12,3,1,(1 + √5)⁴,0,8 + 8√5,-8 - 8√5
-8.0,8.0,-256,2.094,0,20,3,1,(1 + √5)⁴,1,-8 + 8√5,8 - 8√5
16,0,256,0.0,0,17,3,1,(1 + √5)⁴,0,16,-16
24.0,8.0,256,0.524,0,9,3,1,(1 + √5)⁴,0,24 + 8√5,-24 - 8√5
-24.0,8.0,256,2.618,0,24,3,1,(1 + √5)⁴,1,-24 + 8√5,24 - 8√5
32.0,16.0,-256,0.714,0,2,3,1,(1 + √5)⁴,0,32 + 16√5,-32 - 16√5
-32.0,16.0,-256,2.428,0,28,3,1,(1 + √5)⁴,1,-32 + 16√5,32 - 16√5
4.5,7.5,-261,1.237,0,2,0,2,(1.5 + 1.5√5) (1.5 + 2.5√5),0,4.5 + 7.5√5,-4.5 - 7.5√5
-4.5,7.5,-261,1.904,0,2,0,2,(1.5 + 1.5√5) (1.5 - 2.5√5),1,-4.5 + 7.5√5,4.5 - 7.5√5
12.0,9.0,-261,0.915,0,0,0,2,(1.5 + 1.5√5) (1.5 - 2.5√5),0,12 + 9√5,-12 - 9√5
-12.0,9.0,-261,2.227,0,12,0,2,(1.5 + 1.5√5) (1.5 + 2.5√5),1,-12 + 9√5,12 - 9√5
16.5,1.5,261,0.156,0,4,0,2,(1.5 + 1.5√5) (1.5 - 2.5√5),0,16.5 + 1.5√5,-16.5 - 1.5√5
-16.5,1.5,261,2.985,0,8,0,2,(1.5 + 1.5√5) (1.5 + 2.5√5),1,-16.5 + 1.5√5,16.5 - 1.5√5
21.0,6.0,261,0.46,0,4,0,2,(1.5 + 1.5√5) (1.5 + 2.5√5),0,21 + 6√5,-21 - 6√5
-21.0,6.0,261,2.682,0,8,0,2,(1.5 + 1.5√5) (1.5 - 2.5√5),1,-21 + 6√5,21 - 6√5
25.5,13.5,-261,0.742,0,0,0,2,(1.5 + 1.5√5) (1.5 + 2.5√5),0,25.5 + 13.5√5,-25.5 - 13.5√5
-25.5,13.5,-261,2.399,0,12,0,2,(1.5 + 1.5√5) (1.5 - 2.5√5),1,-25.5 + 13.5√5,25.5 - 13.5√5
28.5,10.5,261,0.568,0,6,0,2,(1.5 + 1.5√5) (1.5 - 2.5√5),0,28.5 + 10.5√5,-28.5 - 10.5√5
-28.5,10.5,261,2.574,0,16,0,2,(1.5 + 1.5√5) (1.5 + 2.5√5),1,-28.5 + 10.5√5,28.5 - 10.5√5
3.5,7.5,-269,1.308,1,0,0,0,'(3.5 + 7.5√5),2,3.5 + 7.5√5,-3.5 - 7.5√5,3.5 + 7.5√5
-3.5,7.5,-269,1.834,1,1,0,0,'(3.5 - 7.5√5),2,-3.5 + 7.5√5,3.5 - 7.5√5,3.5 - 7.5√5
13.5,9.5,-269,0.884,1,6,0,1,(3.5 - 7.5√5),2,13.5 + 9.5√5,-13.5 - 9.5√5,3.5 - 7.5√5
-13.5,9.5,-269,2.258,1,9,0,1,(3.5 + 7.5√5),2,-13.5 + 9.5√5,13.5 - 9.5√5,3.5 + 7.5√5
17.0,2.0,269,0.201,1,0,0,1,(3.5 - 7.5√5),2,17 + 2√5,-17 - 2√5,3.5 - 7.5√5
-17.0,2.0,269,2.941,1,3,0,1,(3.5 + 7.5√5),2,-17 + 2√5,17 - 2√5,3.5 + 7.5√5
20.5,5.5,269,0.435,1,0,0,1,(3.5 + 7.5√5),2,20.5 + 5.5√5,-20.5 - 5.5√5,3.5 + 7.5√5
-20.5,5.5,269,2.707,1,3,0,1,(3.5 - 7.5√5),2,-20.5 + 5.5√5,20.5 - 5.5√5,3.5 - 7.5√5
24.0,13.0,-269,0.754,1,6,0,1,(3.5 + 7.5√5),2,24 + 13√5,-24 - 13√5,3.5 + 7.5√5
-24.0,13.0,-269,2.388,1,9,0,1,(3.5 - 7.5√5),2,-24 + 13√5,24 - 13√5,3.5 - 7.5√5
30.5,11.5,269,0.579,1,10,0,1,(3.5 - 7.5√5),2,30.5 + 11.5√5,-30.5 - 11.5√5,3.5 - 7.5√5
-30.5,11.5,269,2.563,1,13,0,1,(3.5 + 7.5√5),2,-30.5 + 11.5√5,30.5 - 11.5√5,3.5 + 7.5√5
7.0,8.0,-271,1.103,1,0,0,0,'(7 + 8√5),2,7 + 8√5,-7 - 8√5,7 + 8√5
-7.0,8.0,-271,2.039,1,1,0,0,'(7 - 8√5),2,-7 + 8√5,7 - 8√5,7 - 8√5
9.5,8.5,-271,0.998,1,6,0,1,(7 - 8√5),2,9.5 + 8.5√5,-9.5 - 8.5√5,7 - 8√5
-9.5,8.5,-271,2.144,1,9,0,1,(7 + 8√5),2,-9.5 + 8.5√5,9.5 - 8.5√5,7 + 8√5
16.5,0.5,271,0.052,1,0,0,1,(7 - 8√5),2,16.5 + 0.5√5,-16.5 - 0.5√5,7 - 8√5
-16.5,0.5,271,3.089,1,3,0,1,(7 + 8√5),2,-16.5 + 0.5√5,16.5 - 0.5√5,7 + 8√5
23.5,7.5,271,0.505,1,0,0,1,(7 + 8√5),2,23.5 + 7.5√5,-23.5 - 7.5√5,7 + 8√5
-23.5,7.5,271,2.637,1,3,0,1,(7 - 8√5),2,-23.5 + 7.5√5,23.5 - 7.5√5,7 - 8√5
26.0,9.0,271,0.54,1,10,0,1,(7 - 8√5),2,26 + 9√5,-26 - 9√5,7 - 8√5
-26.0,9.0,271,2.602,1,13,0,1,(7 + 8√5),2,-26 + 9√5,26 - 9√5,7 + 8√5
30.5,15.5,-271,0.722,1,6,0,1,(7 + 8√5),2,30.5 + 15.5√5,-30.5 - 15.5√5,7 + 8√5
-30.5,15.5,-271,2.42,1,9,0,1,(7 - 8√5),2,-30.5 + 15.5√5,30.5 - 15.5√5,7 - 8√5
2.5,7.5,-275,1.381,0,4,1,2,(√5)² (0.5 + 1.5√5),0,2.5 + 7.5√5,-2.5 - 7.5√5
-2.5,7.5,-275,1.761,0,4,1,2,(√5)² (0.5 - 1.5√5),1,-2.5 + 7.5√5,2.5 - 7.5√5
17.5,2.5,275,0.243,0,0,1,2,(√5)² (0.5 - 1.5√5),0,17.5 + 2.5√5,-17.5 - 2.5√5
-17.5,2.5,275,2.899,0,3,1,2,(√5)² (0.5 + 1.5√5),1,-17.5 + 2.5√5,17.5 - 2.5√5
15.0,10.0,-275,0.857,0,6,1,2,(√5)² (0.5 - 1.5√5),0,15 + 10√5,-15 - 10√5
-15.0,10.0,-275,2.285,0,9,1,2,(√5)² (0.5 + 1.5√5),1,-15 + 10√5,15 - 10√5
20.0,5.0,275,0.409,0,0,1,2,(√5)² (0.5 + 1.5√5),0,20 + 5√5,-20 - 5√5
-20.0,5.0,275,2.733,0,3,1,2,(√5)² (0.5 - 1.5√5),1,-20 + 5√5,20 - 5√5
22.5,12.5,-275,0.766,0,6,1,2,(√5)² (0.5 + 1.5√5),0,22.5 + 12.5√5,-22.5 - 12.5√5
-22.5,12.5,-275,2.375,0,9,1,2,(√5)² (0.5 - 1.5√5),1,-22.5 + 12.5√5,22.5 - 12.5√5
32.5,12.5,275,0.588,0,10,1,2,(√5)² (0.5 - 1.5√5),0,32.5 + 12.5√5,-32.5 - 12.5√5
-32.5,12.5,275,2.554,0,13,1,2,(√5)² (0.5 + 1.5√5),1,-32.5 + 12.5√5,32.5 - 12.5√5
1.5,7.5,-279,1.456,0,2,0,2,(1.5 + 1.5√5) (0.5 + 2.5√5),0,1.5 + 7.5√5,-1.5 - 7.5√5
-1.5,7.5,-279,1.686,0,2,0,2,(1.5 + 1.5√5) (0.5 - 2.5√5),1,-1.5 + 7.5√5,1.5 - 7.5√5
18.0,3.0,279,0.281,0,4,0,2,(1.5 + 1.5√5) (0.5 - 2.5√5),0,18 + 3√5,-18 - 3√5
-18.0,3.0,279,2.861,0,8,0,2,(1.5 + 1.5√5) (0.5 + 2.5√5),1,-18 + 3√5,18 - 3√5
16.5,10.5,-279,0.834,0,0,0,2,(1.5 + 1.5√5) (0.5 - 2.5√5),0,16.5 + 10.5√5,-16.5 - 10.5√5
-16.5,10.5,-279,2.308,0,12,0,2,(1.5 + 1.5√5) (0.5 + 2.5√5),1,-16.5 + 10.5√5,16.5 - 10.5√5
19.5,4.5,279,0.38,0,4,0,2,(1.5 + 1.5√5) (0.5 + 2.5√5),0,19.5 + 4.5√5,-19.5 - 4.5√5
-19.5,4.5,279,2.761,0,8,0,2,(1.5 + 1.5√5) (0.5 - 2.5√5),1,-19.5 + 4.5√5,19.5 - 4.5√5
21.0,12.0,-279,0.78,0,0,0,2,(1.5 + 1.5√5) (0.5 + 2.5√5),0,21 + 12√5,-21 - 12√5
-21.0,12.0,-279,2.361,0,12,0,2,(1.5 + 1.5√5) (0.5 - 2.5√5),1,-21 + 12√5,21 - 12√5
34.5,13.5,279,0.596,0,6,0,2,(1.5 + 1.5√5) (0.5 - 2.5√5),0,34.5 + 13.5√5,-34.5 - 13.5√5
-34.5,13.5,279,2.546,0,16,0,2,(1.5 + 1.5√5) (0.5 + 2.5√5),1,-34.5 + 13.5√5,34.5 - 13.5√5
0.5,7.5,-281,1.532,1,0,0,0,'(0.5 + 7.5√5),2,0.5 + 7.5√5,-0.5 - 7.5√5,0.5 + 7.5√5
-0.5,7.5,-281,1.609,1,1,0,0,'(0.5 - 7.5√5),2,-0.5 + 7.5√5,0.5 - 7.5√5,0.5 - 7.5√5
18.5,3.5,281,0.317,1,0,0,1,(0.5 - 7.5√5),2,18.5 + 3.5√5,-18.5 - 3.5√5,0.5 - 7.5√5
-18.5,3.5,281,2.825,1,3,0,1,(0.5 + 7.5√5),2,-18.5 + 3.5√5,18.5 - 3.5√5,0.5 + 7.5√5
19.0,4.0,281,0.35,1,0,0,1,(0.5 + 7.5√5),2,19 + 4√5,-19 - 4√5,0.5 + 7.5√5
-19.0,4.0,281,2.792,1,3,0,1,(0.5 - 7.5√5),2,-19 + 4√5,19 - 4√5,0.5 - 7.5√5
18.0,11.0,-281,0.814,1,6,0,1,(0.5 - 7.5√5),2,18 + 11√5,-18 - 11√5,0.5 - 7.5√5
-18.0,11.0,-281,2.328,1,9,0,1,(0.5 + 7.5√5),2,-18 + 11√5,18 - 11√5,0.5 + 7.5√5
19.5,11.5,-281,0.796,1,6,0,1,(0.5 + 7.5√5),2,19.5 + 11.5√5,-19.5 - 11.5√5,0.5 + 7.5√5
-19.5,11.5,-281,2.346,1,9,0,1,(0.5 - 7.5√5),2,-19.5 + 11.5√5,19.5 - 11.5√5,0.5 - 7.5√5
36.5,14.5,281,0.603,1,10,0,1,(0.5 - 7.5√5),2,36.5 + 14.5√5,-36.5 - 14.5√5,0.5 - 7.5√5
-36.5,14.5,281,2.539,1,13,0,1,(0.5 + 7.5√5),2,-36.5 + 14.5√5,36.5 - 14.5√5,0.5 + 7.5√5
38.5,15.5,281,0.609,1,10,0,1,(0.5 + 7.5√5),2,38.5 + 15.5√5,-38.5 - 15.5√5,0.5 + 7.5√5
-38.5,15.5,281,2.533,1,13,0,1,(0.5 - 7.5√5),2,-38.5 + 15.5√5,38.5 - 15.5√5,0.5 - 7.5√5
6.0,8.0,-284,1.162,0,2,0,2,(1 + √5) (3 + 4√5),0,6 + 8√5,-6 - 8√5
-6.0,8.0,-284,1.979,0,2,0,2,(1 + √5) (3 - 4√5),1,-6 + 8√5,6 - 8√5
11.0,9.0,-284,0.956,0,0,0,2,(1 + √5) (3 - 4√5),0,11 + 9√5,-11 - 9√5
-11.0,9.0,-284,2.185,0,12,0,2,(1 + √5) (3 + 4√5),1,-11 + 9√5,11 - 9√5
17.0,1.0,284,0.102,0,4,0,2,(1 + √5) (3 - 4√5),0,17 + √5,-17 - √5
-17.0,1.0,284,3.04,0,8,0,2,(1 + √5) (3 + 4√5),1,-17 + √5,17 - √5
23.0,7.0,284,0.485,0,4,0,2,(1 + √5) (3 + 4√5),0,23 + 7√5,-23 - 7√5
-23.0,7.0,284,2.656,0,8,0,2,(1 + √5) (3 - 4√5),1,-23 + 7√5,23 - 7√5
28.0,10.0,284,0.554,0,6,0,2,(1 + √5) (3 - 4√5),0,28 + 10√5,-28 - 10√5
-28.0,10.0,284,2.588,0,16,0,2,(1 + √5) (3 + 4√5),1,-28 + 10√5,28 - 10√5
29.0,15.0,-284,0.731,0,0,0,2,(1 + √5) (3 + 4√5),0,29 + 15√5,-29 - 15√5
-29.0,15.0,-284,2.411,0,12,0,2,(1 + √5) (3 - 4√5),1,-29 + 15√5,29 - 15√5
8.5,8.5,-289,1.047,1,0,0,0,'(8.5 + 8.5√5),2,8.5 + 8.5√5,-8.5 - 8.5√5,8.5 + 8.5√5
-8.5,8.5,-289,2.094,1,9,0,1,(8.5 + 8.5√5),2,-8.5 + 8.5√5,8.5 - 8.5√5,8.5 + 8.5√5
17,0,289,0.0,1,2,0,1,(8.5 + 8.5√5),2,17,-17,8.5 + 8.5√5
25.5,8.5,289,0.524,1,0,0,1,(8.5 + 8.5√5),2,25.5 + 8.5√5,-25.5 - 8.5√5,8.5 + 8.5√5
-25.5,8.5,289,2.618,1,13,0,1,(8.5 + 8.5√5),2,-25.5 + 8.5√5,25.5 - 8.5√5,8.5 + 8.5√5
5.0,8.0,-295,1.224,0,0,0,2,(√5) (1.5 - 3.5√5),0,5 + 8√5,-5 - 8√5
-5.0,8.0,-295,1.917,0,2,0,2,(√5) (1.5 + 3.5√5),1,-5 + 8√5,5 - 8√5
12.5,9.5,-295,0.921,0,0,0,2,(√5) (1.5 + 3.5√5),0,12.5 + 9.5√5,-12.5 - 9.5√5
-12.5,9.5,-295,2.22,0,2,0,2,(√5) (1.5 - 3.5√5),1,-12.5 + 9.5√5,12.5 - 9.5√5
17.5,1.5,295,0.147,0,4,0,2,(√5) (1.5 + 3.5√5),0,17.5 + 1.5√5,-17.5 - 1.5√5
-17.5,1.5,295,2.994,0,5,0,2,(√5) (1.5 - 3.5√5),1,-17.5 + 1.5√5,17.5 - 1.5√5
22.5,6.5,295,0.464,0,6,0,2,(√5) (1.5 - 3.5√5),0,22.5 + 6.5√5,-22.5 - 6.5√5
-22.5,6.5,295,2.678,0,8,0,2,(√5) (1.5 + 3.5√5),1,-22.5 + 6.5√5,22.5 - 6.5√5
27.5,14.5,-295,0.74,0,10,0,2,(√5) (1.5 - 3.5√5),0,27.5 + 14.5√5,-27.5 - 14.5√5
-27.5,14.5,-295,2.402,0,12,0,2,(√5) (1.5 + 3.5√5),1,-27.5 + 14.5√5,27.5 - 14.5√5
30.0,11.0,295,0.566,0,6,0,2,(√5) (1.5 + 3.5√5),0,30 + 11√5,-30 - 11√5
-30.0,11.0,295,2.576,0,8,0,2,(√5) (1.5 - 3.5√5),1,-30 + 11√5,30 - 11√5
4.0,8.0,-304,1.29,0,9,1,2,(1 + √5)² (1 + 2√5),0,4 + 8√5,-4 - 8√5
-4.0,8.0,-304,1.852,0,9,1,2,(1 + √5)² (1 - 2√5),1,-4 + 8√5,4 - 8√5
14.0,10.0,-304,0.891,0,4,1,2,(1 + √5)² (1 - 2√5),0,14 + 10√5,-14 - 10√5
-14.0,10.0,-304,2.251,0,17,1,2,(1 + √5)² (1 + 2√5),1,-14 + 10√5,14 - 10√5
18.0,2.0,304,0.19,0,2,1,2,(1 + √5)² (1 - 2√5),0,18 + 2√5,-18 - 2√5
-18.0,2.0,304,2.951,0,13,1,2,(1 + √5)² (1 + 2√5),1,-18 + 2√5,18 - 2√5
22.0,6.0,304,0.441,0,2,1,2,(1 + √5)² (1 + 2√5),0,22 + 6√5,-22 - 6√5
-22.0,6.0,304,2.7,0,13,1,2,(1 + √5)² (1 - 2√5),1,-22 + 6√5,22 - 6√5
26.0,14.0,-304,0.751,0,4,1,2,(1 + √5)² (1 + 2√5),0,26 + 14√5,-26 - 14√5
-26.0,14.0,-304,2.391,0,17,1,2,(1 + √5)² (1 - 2√5),1,-26 + 14√5,26 - 14√5
32.0,12.0,304,0.576,0,0,1,2,(1 + √5)² (1 - 2√5),0,32 + 12√5,-32 - 12√5
-32.0,12.0,304,2.566,0,21,1,2,(1 + √5)² (1 + 2√5),1,-32 + 12√5,32 - 12√5
7.5,8.5,-305,1.1,0,0,0,2,(√5) (0.5 - 3.5√5),0,7.5 + 8.5√5,-7.5 - 8.5√5
-7.5,8.5,-305,2.042,0,2,0,2,(√5) (0.5 + 3.5√5),1,-7.5 + 8.5√5,7.5 - 8.5√5
10.0,9.0,-305,1.0,0,0,0,2,(√5) (0.5 + 3.5√5),0,10 + 9√5,-10 - 9√5
