Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
-11.0,16.0,-1159,1.949,0,2,0,2,(1 + 2√5) (0.5 - 3.5√5),1,-11 + 16√5,11 - 16√5
34.5,2.5,1159,0.125,0,4,0,2,(1 + 2√5) (0.5 - 3.5√5),0,34.5 + 2.5√5,-34.5 - 2.5√5
-34.5,2.5,1159,3.017,0,5,0,2,(1 - 2√5) (0.5 + 3.5√5),1,-34.5 + 2.5√5,34.5 - 2.5√5
35.5,4.5,1159,0.216,0,4,0,2,(1 + 2√5) (0.5 + 3.5√5),0,35.5 + 4.5√5,-35.5 - 4.5√5
-35.5,4.5,1159,2.925,0,5,0,2,(1 - 2√5) (0.5 - 3.5√5),1,-35.5 + 4.5√5,35.5 - 4.5√5
42.0,11.0,1159,0.426,0,6,0,2,(1 - 2√5) (0.5 - 3.5√5),0,42 + 11√5,-42 - 11√5
-42.0,11.0,1159,2.716,0,8,0,2,(1 + 2√5) (0.5 + 3.5√5),1,-42 + 11√5,42 - 11√5
45.5,13.5,1159,0.475,0,6,0,2,(1 - 2√5) (0.5 + 3.5√5),0,45.5 + 13.5√5,-45.5 - 13.5√5
-45.5,13.5,1159,2.667,0,8,0,2,(1 + 2√5) (0.5 - 3.5√5),1,-45.5 + 13.5√5,45.5 - 13.5√5
5.5,15.5,-1171,1.369,1,0,0,0,'(5.5 + 15.5√5),2,5.5 + 15.5√5,-5.5 - 15.5√5,5.5 + 15.5√5
-5.5,15.5,-1171,1.773,1,1,0,0,'(5.5 - 15.5√5),2,-5.5 + 15.5√5,5.5 - 15.5√5,5.5 - 15.5√5
36.0,5.0,1171,0.236,1,0,0,1,(5.5 - 15.5√5),2,36 + 5√5,-36 - 5√5,5.5 - 15.5√5
-36.0,5.0,1171,2.906,1,3,0,1,(5.5 + 15.5√5),2,-36 + 5√5,36 - 5√5,5.5 + 15.5√5
41.5,10.5,1171,0.413,1,0,0,1,(5.5 + 15.5√5),2,41.5 + 10.5√5,-41.5 - 10.5√5,5.5 + 15.5√5
-41.5,10.5,1171,2.729,1,3,0,1,(5.5 - 15.5√5),2,-41.5 + 10.5√5,41.5 - 10.5√5,5.5 - 15.5√5
34.5,1.5,1179,0.075,0,4,0,2,(1.5 + 1.5√5) (4.5 - 5.5√5),0,34.5 + 1.5√5,-34.5 - 1.5√5
-34.5,1.5,1179,3.066,0,8,0,2,(1.5 + 1.5√5) (4.5 + 5.5√5),1,-34.5 + 1.5√5,34.5 - 1.5√5
48.0,15.0,1179,0.496,0,4,0,2,(1.5 + 1.5√5) (4.5 + 5.5√5),0,48 + 15√5,-48 - 15√5
-48.0,15.0,1179,2.645,0,8,0,2,(1.5 + 1.5√5) (4.5 - 5.5√5),1,-48 + 15√5,48 - 15√5
10.0,16.0,-1180,1.224,0,4,0,3,(1 + √5) (√5) (1.5 - 3.5√5),0,10 + 16√5,-10 - 16√5
-10.0,16.0,-1180,1.917,0,9,0,3,(1 + √5) (√5) (1.5 + 3.5√5),1,-10 + 16√5,10 - 16√5
35.0,3.0,1180,0.147,0,2,0,3,(1 + √5) (√5) (1.5 + 3.5√5),0,35 + 3√5,-35 - 3√5
-35.0,3.0,1180,2.994,0,3,0,3,(1 + √5) (√5) (1.5 - 3.5√5),1,-35 + 3√5,35 - 3√5
45.0,13.0,1180,0.464,0,0,0,3,(1 + √5) (√5) (1.5 - 3.5√5),0,45 + 13√5,-45 - 13√5
-45.0,13.0,1180,2.678,0,13,0,3,(1 + √5) (√5) (1.5 + 3.5√5),1,-45 + 13√5,45 - 13√5
4.5,15.5,-1181,1.405,1,0,0,0,'(4.5 + 15.5√5),2,4.5 + 15.5√5,-4.5 - 15.5√5,4.5 + 15.5√5
-4.5,15.5,-1181,1.737,1,1,0,0,'(4.5 - 15.5√5),2,-4.5 + 15.5√5,4.5 - 15.5√5,4.5 - 15.5√5
36.5,5.5,1181,0.255,1,0,0,1,(4.5 - 15.5√5),2,36.5 + 5.5√5,-36.5 - 5.5√5,4.5 - 15.5√5
-36.5,5.5,1181,2.886,1,3,0,1,(4.5 + 15.5√5),2,-36.5 + 5.5√5,36.5 - 5.5√5,4.5 + 15.5√5
41.0,10.0,1181,0.4,1,0,0,1,(4.5 + 15.5√5),2,41 + 10√5,-41 - 10√5,4.5 + 15.5√5
-41.0,10.0,1181,2.742,1,3,0,1,(4.5 - 15.5√5),2,-41 + 10√5,41 - 10√5,4.5 - 15.5√5
3.5,15.5,-1189,1.441,0,2,0,2,(1.5 + 2.5√5) (2 + 3√5),0,3.5 + 15.5√5,-3.5 - 15.5√5
-3.5,15.5,-1189,1.7,0,0,0,2,(1.5 - 2.5√5) (2 - 3√5),1,-3.5 + 15.5√5,3.5 - 15.5√5
34.5,0.5,1189,0.025,0,4,0,2,(1.5 - 2.5√5) (2 + 3√5),0,34.5 + 0.5√5,-34.5 - 0.5√5
-34.5,0.5,1189,3.116,0,5,0,2,(1.5 + 2.5√5) (2 - 3√5),1,-34.5 + 0.5√5,34.5 - 0.5√5
37.0,6.0,1189,0.274,0,6,0,2,(1.5 - 2.5√5) (2 - 3√5),0,37 + 6√5,-37 - 6√5
-37.0,6.0,1189,2.868,0,8,0,2,(1.5 + 2.5√5) (2 + 3√5),1,-37 + 6√5,37 - 6√5
40.5,9.5,1189,0.386,0,4,0,2,(1.5 + 2.5√5) (2 + 3√5),0,40.5 + 9.5√5,-40.5 - 9.5√5
-40.5,9.5,1189,2.756,0,5,0,2,(1.5 - 2.5√5) (2 - 3√5),1,-40.5 + 9.5√5,40.5 - 9.5√5
2.5,15.5,-1195,1.478,0,0,0,2,(√5) (6.5 - 7.5√5),0,2.5 + 15.5√5,-2.5 - 15.5√5
-2.5,15.5,-1195,1.664,0,2,0,2,(√5) (6.5 + 7.5√5),1,-2.5 + 15.5√5,2.5 - 15.5√5
37.5,6.5,1195,0.292,0,4,0,2,(√5) (6.5 + 7.5√5),0,37.5 + 6.5√5,-37.5 - 6.5√5
-37.5,6.5,1195,2.85,0,5,0,2,(√5) (6.5 - 7.5√5),1,-37.5 + 6.5√5,37.5 - 6.5√5
40.0,9.0,1195,0.372,0,6,0,2,(√5) (6.5 - 7.5√5),0,40 + 9√5,-40 - 9√5
-40.0,9.0,1195,2.77,0,8,0,2,(√5) (6.5 + 7.5√5),1,-40 + 9√5,40 - 9√5
1.5,15.5,-1199,1.515,0,2,0,2,(0.5 + 1.5√5) (4 + 5√5),0,1.5 + 15.5√5,-1.5 - 15.5√5
-1.5,15.5,-1199,1.627,0,0,0,2,(0.5 - 1.5√5) (4 - 5√5),1,-1.5 + 15.5√5,1.5 - 15.5√5
9.0,16.0,-1199,1.257,0,0,0,2,(0.5 + 1.5√5) (4 - 5√5),0,9 + 16√5,-9 - 16√5
-9.0,16.0,-1199,1.885,0,2,0,2,(0.5 - 1.5√5) (4 + 5√5),1,-9 + 16√5,9 - 16√5
35.5,3.5,1199,0.169,0,4,0,2,(0.5 - 1.5√5) (4 + 5√5),0,35.5 + 3.5√5,-35.5 - 3.5√5
-35.5,3.5,1199,2.972,0,5,0,2,(0.5 + 1.5√5) (4 - 5√5),1,-35.5 + 3.5√5,35.5 - 3.5√5
38.0,7.0,1199,0.309,0,6,0,2,(0.5 - 1.5√5) (4 - 5√5),0,38 + 7√5,-38 - 7√5
-38.0,7.0,1199,2.833,0,8,0,2,(0.5 + 1.5√5) (4 + 5√5),1,-38 + 7√5,38 - 7√5
39.5,8.5,1199,0.357,0,4,0,2,(0.5 + 1.5√5) (4 + 5√5),0,39.5 + 8.5√5,-39.5 - 8.5√5
-39.5,8.5,1199,2.785,0,5,0,2,(0.5 - 1.5√5) (4 - 5√5),1,-39.5 + 8.5√5,39.5 - 8.5√5
44.5,12.5,1199,0.453,0,6,0,2,(0.5 + 1.5√5) (4 - 5√5),0,44.5 + 12.5√5,-44.5 - 12.5√5
-44.5,12.5,1199,2.689,0,8,0,2,(0.5 - 1.5√5) (4 + 5√5),1,-44.5 + 12.5√5,44.5 - 12.5√5
0.5,15.5,-1201,1.552,1,0,0,0,'(0.5 + 15.5√5),2,0.5 + 15.5√5,-0.5 - 15.5√5,0.5 + 15.5√5
-0.5,15.5,-1201,1.589,1,1,0,0,'(0.5 - 15.5√5),2,-0.5 + 15.5√5,0.5 - 15.5√5,0.5 - 15.5√5
38.5,7.5,1201,0.325,1,0,0,1,(0.5 - 15.5√5),2,38.5 + 7.5√5,-38.5 - 7.5√5,0.5 - 15.5√5
-38.5,7.5,1201,2.816,1,3,0,1,(0.5 + 15.5√5),2,-38.5 + 7.5√5,38.5 - 7.5√5,0.5 + 15.5√5
39.0,8.0,1201,0.341,1,0,0,1,(0.5 + 15.5√5),2,39 + 8√5,-39 - 8√5,0.5 + 15.5√5
-39.0,8.0,1201,2.8,1,3,0,1,(0.5 - 15.5√5),2,-39 + 8√5,39 - 8√5,0.5 - 15.5√5
35.0,2.0,1205,0.099,0,4,0,2,(√5) (2 + 7√5),0,35 + 2√5,-35 - 2√5
-35.0,2.0,1205,3.043,0,5,0,2,(√5) (2 - 7√5),1,-35 + 2√5,35 - 2√5
47.5,14.5,1205,0.486,0,6,0,2,(√5) (2 - 7√5),0,47.5 + 14.5√5,-47.5 - 14.5√5
-47.5,14.5,1205,2.655,0,8,0,2,(√5) (2 + 7√5),1,-47.5 + 14.5√5,47.5 - 14.5√5
8.0,16.0,-1216,1.29,0,12,2,2,(1 + √5)³ (1 + 2√5),0,8 + 16√5,-8 - 16√5
-8.0,16.0,-1216,1.852,0,12,2,2,(1 + √5)³ (1 - 2√5),1,-8 + 16√5,8 - 16√5
36.0,4.0,1216,0.19,0,9,2,2,(1 + √5)³ (1 - 2√5),0,36 + 4√5,-36 - 4√5
-36.0,4.0,1216,2.951,0,16,2,2,(1 + √5)³ (1 + 2√5),1,-36 + 4√5,36 - 4√5
44.0,12.0,1216,0.441,0,9,2,2,(1 + √5)³ (1 + 2√5),0,44 + 12√5,-44 - 12√5
-44.0,12.0,1216,2.7,0,16,2,2,(1 + √5)³ (1 - 2√5),1,-44 + 12√5,44 - 12√5
35.0,1.0,1220,0.049,0,2,0,3,(1 + √5) (√5) (0.5 + 3.5√5),0,35 + √5,-35 - √5
-35.0,1.0,1220,3.092,0,3,0,3,(1 + √5) (√5) (0.5 - 3.5√5),1,-35 + √5,35 - √5
50.0,16.0,1220,0.506,0,0,0,3,(1 + √5) (√5) (0.5 - 3.5√5),0,50 + 16√5,-50 - 16√5
-50.0,16.0,1220,2.635,0,13,0,3,(1 + √5) (√5) (0.5 + 3.5√5),1,-50 + 16√5,50 - 16√5
35,0,1225,0.0,0,2,1,2,(√5)² (3.5 + 3.5√5),0,35,-35
35.5,2.5,1229,0.121,1,0,0,0,'(35.5 + 2.5√5),2,35.5 + 2.5√5,-35.5 - 2.5√5,35.5 + 2.5√5
-35.5,2.5,1229,3.02,1,1,0,0,'(35.5 - 2.5√5),2,-35.5 + 2.5√5,35.5 - 2.5√5,35.5 - 2.5√5
47.0,14.0,1229,0.476,1,7,0,1,(35.5 - 2.5√5),2,47 + 14√5,-47 - 14√5,35.5 - 2.5√5
-47.0,14.0,1229,2.665,1,8,0,1,(35.5 + 2.5√5),2,-47 + 14√5,47 - 14√5,35.5 + 2.5√5
7.0,16.0,-1231,1.323,1,0,0,0,'(7 + 16√5),2,7 + 16√5,-7 - 16√5,7 + 16√5
-7.0,16.0,-1231,1.818,1,1,0,0,'(7 - 16√5),2,-7 + 16√5,7 - 16√5,7 - 16√5
36.5,4.5,1231,0.21,1,0,0,1,(7 - 16√5),2,36.5 + 4.5√5,-36.5 - 4.5√5,7 - 16√5
-36.5,4.5,1231,2.931,1,3,0,1,(7 + 16√5),2,-36.5 + 4.5√5,36.5 - 4.5√5,7 + 16√5
43.5,11.5,1231,0.429,1,0,0,1,(7 + 16√5),2,43.5 + 11.5√5,-43.5 - 11.5√5,7 + 16√5
-43.5,11.5,1231,2.712,1,3,0,1,(7 - 16√5),2,-43.5 + 11.5√5,43.5 - 11.5√5,7 - 16√5
6.0,16.0,-1244,1.358,0,2,0,2,(1 + √5) (3 + 8√5),0,6 + 16√5,-6 - 16√5
-6.0,16.0,-1244,1.784,0,2,0,2,(1 + √5) (3 - 8√5),1,-6 + 16√5,6 - 16√5
37.0,5.0,1244,0.23,0,4,0,2,(1 + √5) (3 - 8√5),0,37 + 5√5,-37 - 5√5
-37.0,5.0,1244,2.912,0,8,0,2,(1 + √5) (3 + 8√5),1,-37 + 5√5,37 - 5√5
43.0,11.0,1244,0.417,0,4,0,2,(1 + √5) (3 + 8√5),0,43 + 11√5,-43 - 11√5
-43.0,11.0,1244,2.725,0,8,0,2,(1 + √5) (3 - 8√5),1,-43 + 11√5,43 - 11√5
35.5,1.5,1249,0.073,1,0,0,0,'(35.5 + 1.5√5),2,35.5 + 1.5√5,-35.5 - 1.5√5,35.5 + 1.5√5
-35.5,1.5,1249,3.069,1,1,0,0,'(35.5 - 1.5√5),2,-35.5 + 1.5√5,35.5 - 1.5√5,35.5 - 1.5√5
49.5,15.5,1249,0.497,1,7,0,1,(35.5 - 1.5√5),2,49.5 + 15.5√5,-49.5 - 15.5√5,35.5 - 1.5√5
-49.5,15.5,1249,2.645,1,8,0,1,(35.5 + 1.5√5),2,-49.5 + 15.5√5,49.5 - 15.5√5,35.5 + 1.5√5
36.0,3.0,1251,0.143,0,4,0,2,(1.5 + 1.5√5) (3.5 - 5.5√5),0,36 + 3√5,-36 - 3√5
-36.0,3.0,1251,2.998,0,8,0,2,(1.5 + 1.5√5) (3.5 + 5.5√5),1,-36 + 3√5,36 - 3√5
46.5,13.5,1251,0.466,0,4,0,2,(1.5 + 1.5√5) (3.5 + 5.5√5),0,46.5 + 13.5√5,-46.5 - 13.5√5
-46.5,13.5,1251,2.676,0,8,0,2,(1.5 + 1.5√5) (3.5 - 5.5√5),1,-46.5 + 13.5√5,46.5 - 13.5√5
5.0,16.0,-1255,1.392,0,0,0,2,(√5) (5.5 - 7.5√5),0,5 + 16√5,-5 - 16√5
-5.0,16.0,-1255,1.749,0,2,0,2,(√5) (5.5 + 7.5√5),1,-5 + 16√5,5 - 16√5
37.5,5.5,1255,0.249,0,4,0,2,(√5) (5.5 + 7.5√5),0,37.5 + 5.5√5,-37.5 - 5.5√5
-37.5,5.5,1255,2.893,0,5,0,2,(√5) (5.5 - 7.5√5),1,-37.5 + 5.5√5,37.5 - 5.5√5
42.5,10.5,1255,0.404,0,6,0,2,(√5) (5.5 - 7.5√5),0,42.5 + 10.5√5,-42.5 - 10.5√5
-42.5,10.5,1255,2.737,0,8,0,2,(√5) (5.5 + 7.5√5),1,-42.5 + 10.5√5,42.5 - 10.5√5
35.5,0.5,1259,0.024,1,0,0,0,'(35.5 + 0.5√5),2,35.5 + 0.5√5,-35.5 - 0.5√5,35.5 + 0.5√5
-35.5,0.5,1259,3.117,1,1,0,0,'(35.5 - 0.5√5),2,-35.5 + 0.5√5,35.5 - 0.5√5,35.5 - 0.5√5
4.0,16.0,-1264,1.427,0,9,1,2,(1 + √5)² (1 + 4√5),0,4 + 16√5,-4 - 16√5
-4.0,16.0,-1264,1.714,0,9,1,2,(1 + √5)² (1 - 4√5),1,-4 + 16√5,4 - 16√5
38.0,6.0,1264,0.267,0,2,1,2,(1 + √5)² (1 - 4√5),0,38 + 6√5,-38 - 6√5
-38.0,6.0,1264,2.875,0,13,1,2,(1 + √5)² (1 + 4√5),1,-38 + 6√5,38 - 6√5
42.0,10.0,1264,0.391,0,2,1,2,(1 + √5)² (1 + 4√5),0,42 + 10√5,-42 - 10√5
-42.0,10.0,1264,2.75,0,13,1,2,(1 + √5)² (1 - 4√5),1,-42 + 10√5,42 - 10√5
3.0,16.0,-1271,1.463,0,0,0,2,(0.5 - 2.5√5) (2 - 3√5),0,3 + 16√5,-3 - 16√5
-3.0,16.0,-1271,1.679,0,2,0,2,(0.5 + 2.5√5) (2 + 3√5),1,-3 + 16√5,3 - 16√5
36.5,3.5,1271,0.165,0,4,0,2,(0.5 - 2.5√5) (2 + 3√5),0,36.5 + 3.5√5,-36.5 - 3.5√5
-36.5,3.5,1271,2.977,0,5,0,2,(0.5 + 2.5√5) (2 - 3√5),1,-36.5 + 3.5√5,36.5 - 3.5√5
38.5,6.5,1271,0.284,0,4,0,2,(0.5 + 2.5√5) (2 + 3√5),0,38.5 + 6.5√5,-38.5 - 6.5√5
-38.5,6.5,1271,2.857,0,5,0,2,(0.5 - 2.5√5) (2 - 3√5),1,-38.5 + 6.5√5,38.5 - 6.5√5
41.5,9.5,1271,0.377,0,6,0,2,(0.5 - 2.5√5) (2 - 3√5),0,41.5 + 9.5√5,-41.5 - 9.5√5
-41.5,9.5,1271,2.764,0,8,0,2,(0.5 + 2.5√5) (2 + 3√5),1,-41.5 + 9.5√5,41.5 - 9.5√5
46.0,13.0,1271,0.455,0,6,0,2,(0.5 + 2.5√5) (2 - 3√5),0,46 + 13√5,-46 - 13√5
-46.0,13.0,1271,2.686,0,8,0,2,(0.5 - 2.5√5) (2 + 3√5),1,-46 + 13√5,46 - 13√5
2.0,16.0,-1276,1.499,0,4,0,3,(1 + √5) (0.5 - 1.5√5) (1.5 - 2.5√5),0,2 + 16√5,-2 - 16√5
-2.0,16.0,-1276,1.643,0,9,0,3,(1 + √5) (0.5 + 1.5√5) (1.5 + 2.5√5),1,-2 + 16√5,2 - 16√5
36.0,2.0,1276,0.096,0,2,0,3,(1 + √5) (0.5 - 1.5√5) (1.5 + 2.5√5),0,36 + 2√5,-36 - 2√5
-36.0,2.0,1276,3.046,0,3,0,3,(1 + √5) (0.5 + 1.5√5) (1.5 - 2.5√5),1,-36 + 2√5,36 - 2√5
39.0,7.0,1276,0.301,0,2,0,3,(1 + √5) (0.5 + 1.5√5) (1.5 + 2.5√5),0,39 + 7√5,-39 - 7√5
-39.0,7.0,1276,2.84,0,3,0,3,(1 + √5) (0.5 - 1.5√5) (1.5 - 2.5√5),1,-39 + 7√5,39 - 7√5
41.0,9.0,1276,0.363,0,0,0,3,(1 + √5) (0.5 - 1.5√5) (1.5 - 2.5√5),0,41 + 9√5,-41 - 9√5
-41.0,9.0,1276,2.778,0,13,0,3,(1 + √5) (0.5 + 1.5√5) (1.5 + 2.5√5),1,-41 + 9√5,41 - 9√5
49.0,15.0,1276,0.488,0,0,0,3,(1 + √5) (0.5 + 1.5√5) (1.5 - 2.5√5),0,49 + 15√5,-49 - 15√5
-49.0,15.0,1276,2.654,0,13,0,3,(1 + √5) (0.5 - 1.5√5) (1.5 + 2.5√5),1,-49 + 15√5,49 - 15√5
1.0,16.0,-1279,1.535,1,0,0,0,'(1 + 16√5),2,1 + 16√5,-1 - 16√5,1 + 16√5
-1.0,16.0,-1279,1.607,1,1,0,0,'(1 - 16√5),2,-1 + 16√5,1 - 16√5,1 - 16√5
39.5,7.5,1279,0.318,1,0,0,1,(1 - 16√5),2,39.5 + 7.5√5,-39.5 - 7.5√5,1 - 16√5
-39.5,7.5,1279,2.824,1,3,0,1,(1 + 16√5),2,-39.5 + 7.5√5,39.5 - 7.5√5,1 + 16√5
40.5,8.5,1279,0.349,1,0,0,1,(1 + 16√5),2,40.5 + 8.5√5,-40.5 - 8.5√5,1 + 16√5
-40.5,8.5,1279,2.793,1,3,0,1,(1 - 16√5),2,-40.5 + 8.5√5,40.5 - 8.5√5,1 - 16√5
0.0,16.0,-1280,1.571,0,17,3,2,(1 + √5)⁴ (√5),0,16√5,-16√5
40.0,8.0,1280,0.333,0,12,3,2,(1 + √5)⁴ (√5),0,40 + 8√5,-40 - 8√5
-40.0,8.0,1280,2.808,0,21,3,2,(1 + √5)⁴ (√5),1,-40 + 8√5,40 - 8√5
37.0,4.0,1289,0.185,1,0,0,0,'(37 + 4√5),2,37 + 4√5,-37 - 4√5,37 + 4√5
-37.0,4.0,1289,2.956,1,1,0,0,'(37 - 4√5),2,-37 + 4√5,37 - 4√5,37 - 4√5
45.5,12.5,1289,0.444,1,7,0,1,(37 - 4√5),2,45.5 + 12.5√5,-45.5 - 12.5√5,37 - 4√5
-45.5,12.5,1289,2.697,1,8,0,1,(37 + 4√5),2,-45.5 + 12.5√5,45.5 - 12.5√5,37 + 4√5
36.0,1.0,1291,0.048,1,0,0,0,'(36 + √5),2,36 + √5,-36 - √5,36 + √5
-36.0,1.0,1291,3.094,1,1,0,0,'(36 - √5),2,-36 + √5,36 - √5,36 - √5
36,0,1296,0.0,0,17,2,2,(1 + √5)² (1.5 + 1.5√5)²,0,36,-36
36.5,2.5,1301,0.118,1,0,0,0,'(36.5 + 2.5√5),2,36.5 + 2.5√5,-36.5 - 2.5√5,36.5 + 2.5√5
-36.5,2.5,1301,3.024,1,1,0,0,'(36.5 - 2.5√5),2,-36.5 + 2.5√5,36.5 - 2.5√5,36.5 - 2.5√5
48.5,14.5,1301,0.478,1,7,0,1,(36.5 - 2.5√5),2,48.5 + 14.5√5,-48.5 - 14.5√5,36.5 - 2.5√5
-48.5,14.5,1301,2.664,1,8,0,1,(36.5 + 2.5√5),2,-48.5 + 14.5√5,48.5 - 14.5√5,36.5 + 2.5√5
37.5,4.5,1305,0.205,0,2,0,3,(√5) (1.5 + 1.5√5) (1.5 + 2.5√5),0,37.5 + 4.5√5,-37.5 - 4.5√5
-37.5,4.5,1305,2.937,0,3,0,3,(√5) (1.5 + 1.5√5) (1.5 - 2.5√5),1,-37.5 + 4.5√5,37.5 - 4.5√5
45.0,12.0,1305,0.433,0,0,0,3,(√5) (1.5 + 1.5√5) (1.5 - 2.5√5),0,45 + 12√5,-45 - 12√5
-45.0,12.0,1305,2.709,0,13,0,3,(√5) (1.5 + 1.5√5) (1.5 + 2.5√5),1,-45 + 12√5,45 - 12√5
38.0,5.0,1319,0.224,1,0,0,0,'(38 + 5√5),2,38 + 5√5,-38 - 5√5,38 + 5√5
-38.0,5.0,1319,2.918,1,1,0,0,'(38 - 5√5),2,-38 + 5√5,38 - 5√5,38 - 5√5
44.5,11.5,1319,0.421,1,7,0,1,(38 - 5√5),2,44.5 + 11.5√5,-44.5 - 11.5√5,38 - 5√5
-44.5,11.5,1319,2.721,1,8,0,1,(38 + 5√5),2,-44.5 + 11.5√5,44.5 - 11.5√5,38 + 5√5
36.5,1.5,1321,0.071,1,0,0,0,'(36.5 + 1.5√5),2,36.5 + 1.5√5,-36.5 - 1.5√5,36.5 + 1.5√5
-36.5,1.5,1321,3.071,1,1,0,0,'(36.5 - 1.5√5),2,-36.5 + 1.5√5,36.5 - 1.5√5,36.5 - 1.5√5
37.0,3.0,1324,0.14,0,4,0,2,(1 + √5) (5.5 - 8.5√5),0,37 + 3√5,-37 - 3√5
-37.0,3.0,1324,3.002,0,8,0,2,(1 + √5) (5.5 + 8.5√5),1,-37 + 3√5,37 - 3√5
48.0,14.0,1324,0.468,0,4,0,2,(1 + √5) (5.5 + 8.5√5),0,48 + 14√5,-48 - 14√5
-48.0,14.0,1324,2.674,0,8,0,2,(1 + √5) (5.5 - 8.5√5),1,-48 + 14√5,48 - 14√5
36.5,0.5,1331,0.024,0,0,2,1,(0.5 - 1.5√5)³,0,36.5 + 0.5√5,-36.5 - 0.5√5
-36.5,0.5,1331,3.118,0,3,2,1,(0.5 + 1.5√5)³,1,-36.5 + 0.5√5,36.5 - 0.5√5
38.5,5.5,1331,0.243,0,0,2,2,(0.5 + 1.5√5) (0.5 - 1.5√5)²,0,38.5 + 5.5√5,-38.5 - 5.5√5
-38.5,5.5,1331,2.899,0,3,2,2,(0.5 + 1.5√5)² (0.5 - 1.5√5),1,-38.5 + 5.5√5,38.5 - 5.5√5
44.0,11.0,1331,0.409,0,0,2,2,(0.5 + 1.5√5)² (0.5 - 1.5√5),0,44 + 11√5,-44 - 11√5
-44.0,11.0,1331,2.733,0,3,2,2,(0.5 + 1.5√5) (0.5 - 1.5√5)²,1,-44 + 11√5,44 - 11√5
39.0,6.0,1341,0.26,0,4,0,2,(1.5 + 1.5√5) (1.5 - 5.5√5),0,39 + 6√5,-39 - 6√5
-39.0,6.0,1341,2.881,0,8,0,2,(1.5 + 1.5√5) (1.5 + 5.5√5),1,-39 + 6√5,39 - 6√5
43.5,10.5,1341,0.396,0,4,0,2,(1.5 + 1.5√5) (1.5 + 5.5√5),0,43.5 + 10.5√5,-43.5 - 10.5√5
-43.5,10.5,1341,2.746,0,8,0,2,(1.5 + 1.5√5) (1.5 - 5.5√5),1,-43.5 + 10.5√5,43.5 - 10.5√5
37.5,3.5,1345,0.16,0,4,0,2,(√5) (3.5 + 7.5√5),0,37.5 + 3.5√5,-37.5 - 3.5√5
-37.5,3.5,1345,2.981,0,5,0,2,(√5) (3.5 - 7.5√5),1,-37.5 + 3.5√5,37.5 - 3.5√5
47.5,13.5,1345,0.457,0,6,0,2,(√5) (3.5 - 7.5√5),0,47.5 + 13.5√5,-47.5 - 13.5√5
-47.5,13.5,1345,2.684,0,8,0,2,(√5) (3.5 + 7.5√5),1,-47.5 + 13.5√5,47.5 - 13.5√5
37.0,2.0,1349,0.093,0,4,0,2,(1 - 2√5) (3 + 4√5),0,37 + 2√5,-37 - 2√5
-37.0,2.0,1349,3.048,0,5,0,2,(1 + 2√5) (3 - 4√5),1,-37 + 2√5,37 - 2√5
39.5,6.5,1349,0.278,0,6,0,2,(1 - 2√5) (3 - 4√5),0,39.5 + 6.5√5,-39.5 - 6.5√5
-39.5,6.5,1349,2.864,0,8,0,2,(1 + 2√5) (3 + 4√5),1,-39.5 + 6.5√5,39.5 - 6.5√5
43.0,10.0,1349,0.383,0,4,0,2,(1 + 2√5) (3 + 4√5),0,43 + 10√5,-43 - 10√5
-43.0,10.0,1349,2.759,0,5,0,2,(1 - 2√5) (3 - 4√5),1,-43 + 10√5,43 - 10√5
40.0,7.0,1355,0.294,0,4,0,2,(√5) (7 + 8√5),0,40 + 7√5,-40 - 7√5
-40.0,7.0,1355,2.847,0,5,0,2,(√5) (7 - 8√5),1,-40 + 7√5,40 - 7√5
42.5,9.5,1355,0.369,0,6,0,2,(√5) (7 - 8√5),0,42.5 + 9.5√5,-42.5 - 9.5√5
-42.5,9.5,1355,2.772,0,8,0,2,(√5) (7 + 8√5),1,-42.5 + 9.5√5,42.5 - 9.5√5
40.5,7.5,1359,0.31,0,4,0,2,(1.5 + 1.5√5) (0.5 - 5.5√5),0,40.5 + 7.5√5,-40.5 - 7.5√5
-40.5,7.5,1359,2.831,0,8,0,2,(1.5 + 1.5√5) (0.5 + 5.5√5),1,-40.5 + 7.5√5,40.5 - 7.5√5
42.0,9.0,1359,0.355,0,4,0,2,(1.5 + 1.5√5) (0.5 + 5.5√5),0,42 + 9√5,-42 - 9√5
-42.0,9.0,1359,2.786,0,8,0,2,(1.5 + 1.5√5) (0.5 - 5.5√5),1,-42 + 9√5,42 - 9√5
41.0,8.0,1361,0.326,1,0,0,0,'(41 + 8√5),2,41 + 8√5,-41 - 8√5,41 + 8√5
-41.0,8.0,1361,2.816,1,1,0,0,'(41 - 8√5),2,-41 + 8√5,41 - 8√5,41 - 8√5
41.5,8.5,1361,0.341,1,7,0,1,(41 - 8√5),2,41.5 + 8.5√5,-41.5 - 8.5√5,41 - 8√5
-41.5,8.5,1361,2.801,1,8,0,1,(41 + 8√5),2,-41.5 + 8.5√5,41.5 - 8.5√5,41 + 8√5
37.0,1.0,1364,0.047,0,2,0,3,(1 + √5) (0.5 + 1.5√5) (0.5 - 2.5√5),0,37 + √5,-37 - √5
-37.0,1.0,1364,3.095,0,3,0,3,(1 + √5) (0.5 - 1.5√5) (0.5 + 2.5√5),1,-37 + √5,37 - √5
38.0,4.0,1364,0.18,0,2,0,3,(1 + √5) (0.5 + 1.5√5) (0.5 + 2.5√5),0,38 + 4√5,-38 - 4√5
