44.0,5.0,11,0.194,1,2,0,1,(5.5 + 0.5√77),2,44 + 5√77,-44 - 5√77,5.5 + 0.5√77
-44.0,5.0,11,2.947,1,8,0,1,(5.5 + 0.5√77),2,-44 + 5√77,44 - 5√77,5.5 + 0.5√77
2.5,0.5,-13,0.333,1,0,0,0,'(2.5 + 0.5√77),2,2.5 + 0.5√77,-2.5 - 0.5√77,2.5 + 0.5√77
-2.5,0.5,-13,2.808,1,1,0,0,'(2.5 - 0.5√77),2,-2.5 + 0.5√77,2.5 - 0.5√77,2.5 - 0.5√77
8.0,1.0,-13,0.213,1,2,0,1,(2.5 - 0.5√77),2,8 + √77,-8 - √77,2.5 - 0.5√77
-8.0,1.0,-13,2.928,1,5,0,1,(2.5 + 0.5√77),2,-8 + √77,8 - √77,2.5 + 0.5√77
30.5,3.5,-13,0.196,1,2,0,1,(2.5 + 0.5√77),2,30.5 + 3.5√77,-30.5 - 3.5√77,2.5 + 0.5√77
-30.5,3.5,-13,2.945,1,5,0,1,(2.5 - 0.5√77),2,-30.5 + 3.5√77,30.5 - 3.5√77,2.5 - 0.5√77
4,0,16,0.0,0,0,1,1,(2)²,0,4,-4
18.0,2.0,16,0.19,0,2,1,1,(2)²,0,18 + 2√77,-18 - 2√77
-18.0,2.0,16,2.951,0,4,1,1,(2)²,1,-18 + 2√77,18 - 2√77
1.5,0.5,-17,0.524,1,0,0,0,'(1.5 + 0.5√77),2,1.5 + 0.5√77,-1.5 - 0.5√77,1.5 + 0.5√77
-1.5,0.5,-17,2.618,1,1,0,0,'(1.5 - 0.5√77),2,-1.5 + 0.5√77,1.5 - 0.5√77,1.5 - 0.5√77
12.5,1.5,-17,0.205,1,2,0,1,(1.5 - 0.5√77),2,12.5 + 1.5√77,-12.5 - 1.5√77,1.5 - 0.5√77
-12.5,1.5,-17,2.937,1,5,0,1,(1.5 + 0.5√77),2,-12.5 + 1.5√77,12.5 - 1.5√77,1.5 + 0.5√77
26.0,3.0,-17,0.197,1,2,0,1,(1.5 + 0.5√77),2,26 + 3√77,-26 - 3√77,1.5 + 0.5√77
-26.0,3.0,-17,2.944,1,5,0,1,(1.5 - 0.5√77),2,-26 + 3√77,26 - 3√77,1.5 - 0.5√77
0.5,0.5,-19,1.047,1,0,0,0,'(0.5 + 0.5√77),2,0.5 + 0.5√77,-0.5 - 0.5√77,0.5 + 0.5√77
-0.5,0.5,-19,2.094,1,1,0,0,'(0.5 - 0.5√77),2,-0.5 + 0.5√77,0.5 - 0.5√77,0.5 - 0.5√77
17.0,2.0,-19,0.201,1,2,0,1,(0.5 - 0.5√77),2,17 + 2√77,-17 - 2√77,0.5 - 0.5√77
-17.0,2.0,-19,2.941,1,5,0,1,(0.5 + 0.5√77),2,-17 + 2√77,17 - 2√77,0.5 + 0.5√77
21.5,2.5,-19,0.199,1,2,0,1,(0.5 + 0.5√77),2,21.5 + 2.5√77,-21.5 - 2.5√77,0.5 + 0.5√77
-21.5,2.5,-19,2.943,1,5,0,1,(0.5 - 0.5√77),2,-21.5 + 2.5√77,21.5 - 2.5√77,0.5 - 0.5√77
6.5,0.5,23,0.132,1,0,0,0,'(6.5 + 0.5√77),2,6.5 + 0.5√77,-6.5 - 0.5√77,6.5 + 0.5√77
-6.5,0.5,23,3.009,1,1,0,0,'(6.5 - 0.5√77),2,-6.5 + 0.5√77,6.5 - 0.5√77,6.5 - 0.5√77
10.0,1.0,23,0.171,1,3,0,1,(6.5 - 0.5√77),2,10 + √77,-10 - √77,6.5 - 0.5√77
-10.0,1.0,23,2.97,1,4,0,1,(6.5 + 0.5√77),2,-10 + √77,10 - √77,6.5 + 0.5√77
48.5,5.5,23,0.194,1,2,0,1,(6.5 + 0.5√77),2,48.5 + 5.5√77,-48.5 - 5.5√77,6.5 + 0.5√77
-48.5,5.5,23,2.948,1,5,0,1,(6.5 - 0.5√77),2,-48.5 + 5.5√77,48.5 - 5.5√77,6.5 - 0.5√77
5,0,25,0.0,1,0,0,0,'(5),2,5,-5,5
22.5,2.5,25,0.19,1,2,0,1,(5),2,22.5 + 2.5√77,-22.5 - 2.5√77,5
-22.5,2.5,25,2.951,1,4,0,1,(5),2,-22.5 + 2.5√77,22.5 - 2.5√77,5
7.0,1.0,-28,0.243,0,0,0,2,(2) (3.5 + 0.5√77),0,7 + √77,-7 - √77
-7.0,1.0,-28,2.899,0,5,0,2,(2) (3.5 + 0.5√77),1,-7 + √77,7 - √77
6,0,36,0.0,0,0,0,2,(2) (3),0,6,-6
27.0,3.0,36,0.19,0,2,0,2,(2) (3),0,27 + 3√77,-27 - 3√77
-27.0,3.0,36,2.951,0,4,0,2,(2) (3),1,-27 + 3√77,27 - 3√77
7.5,0.5,37,0.115,1,0,0,0,'(7.5 + 0.5√77),2,7.5 + 0.5√77,-7.5 - 0.5√77,7.5 + 0.5√77
-7.5,0.5,37,3.027,1,1,0,0,'(7.5 - 0.5√77),2,-7.5 + 0.5√77,7.5 - 0.5√77,7.5 - 0.5√77
14.5,1.5,37,0.177,1,3,0,1,(7.5 - 0.5√77),2,14.5 + 1.5√77,-14.5 - 1.5√77,7.5 - 0.5√77
-14.5,1.5,37,2.964,1,4,0,1,(7.5 + 0.5√77),2,-14.5 + 1.5√77,14.5 - 1.5√77,7.5 + 0.5√77
6.0,1.0,-41,0.281,1,0,0,0,'(6 + √77),2,6 + √77,-6 - √77,6 + √77
-6.0,1.0,-41,2.861,1,1,0,0,'(6 - √77),2,-6 + √77,6 - √77,6 - √77
11.5,1.5,-41,0.222,1,2,0,1,(6 - √77),2,11.5 + 1.5√77,-11.5 - 1.5√77,6 - √77
-11.5,1.5,-41,2.919,1,5,0,1,(6 + √77),2,-11.5 + 1.5√77,11.5 - 1.5√77,6 + √77
11.0,1.0,44,0.156,0,0,0,2,(2) (5.5 + 0.5√77),0,11 + √77,-11 - √77
-11.0,1.0,44,2.985,0,4,0,2,(2) (5.5 + 0.5√77),1,-11 + √77,11 - √77
7,0,49,0.0,0,5,1,1,(3.5 + 0.5√77)²,0,7,-7
31.5,3.5,49,0.19,0,0,1,1,(3.5 + 0.5√77)²,0,31.5 + 3.5√77,-31.5 - 3.5√77
-31.5,3.5,49,2.951,0,8,1,1,(3.5 + 0.5√77)²,1,-31.5 + 3.5√77,31.5 - 3.5√77
5.0,1.0,-52,0.333,0,0,0,2,(2) (2.5 + 0.5√77),0,5 + √77,-5 - √77
-5.0,1.0,-52,2.808,0,0,0,2,(2) (2.5 - 0.5√77),1,-5 + √77,5 - √77
16.0,2.0,-52,0.213,0,2,0,2,(2) (2.5 - 0.5√77),0,16 + 2√77,-16 - 2√77
-16.0,2.0,-52,2.928,0,5,0,2,(2) (2.5 + 0.5√77),1,-16 + 2√77,16 - 2√77
8.5,0.5,53,0.102,1,0,0,0,'(8.5 + 0.5√77),2,8.5 + 0.5√77,-8.5 - 0.5√77,8.5 + 0.5√77
-8.5,0.5,53,3.04,1,1,0,0,'(8.5 - 0.5√77),2,-8.5 + 0.5√77,8.5 - 0.5√77,8.5 - 0.5√77
19.0,2.0,53,0.18,1,3,0,1,(8.5 - 0.5√77),2,19 + 2√77,-19 - 2√77,8.5 - 0.5√77
-19.0,2.0,53,2.961,1,4,0,1,(8.5 + 0.5√77),2,-19 + 2√77,19 - 2√77,8.5 + 0.5√77
4.0,1.0,-61,0.409,1,0,0,0,'(4 + √77),2,4 + √77,-4 - √77,4 + √77
-4.0,1.0,-61,2.733,1,1,0,0,'(4 - √77),2,-4 + √77,4 - √77,4 - √77
20.5,2.5,-61,0.208,1,2,0,1,(4 - √77),2,20.5 + 2.5√77,-20.5 - 2.5√77,4 - √77
-20.5,2.5,-61,2.933,1,5,0,1,(4 + √77),2,-20.5 + 2.5√77,20.5 - 2.5√77,4 + √77
10.5,1.5,-63,0.243,0,0,0,2,(3.5 + 0.5√77) (3),0,10.5 + 1.5√77,-10.5 - 1.5√77
-10.5,1.5,-63,2.899,0,5,0,2,(3.5 + 0.5√77) (3),1,-10.5 + 1.5√77,10.5 - 1.5√77
8,0,64,0.0,0,0,2,1,(2)³,0,8,-8
36.0,4.0,64,0.19,0,2,2,1,(2)³,0,36 + 4√77,-36 - 4√77
-36.0,4.0,64,2.951,0,4,2,1,(2)³,1,-36 + 4√77,36 - 4√77
12.0,1.0,67,0.143,1,0,0,0,'(12 + √77),2,12 + √77,-12 - √77,12 + √77
-12.0,1.0,67,2.998,1,1,0,0,'(12 - √77),2,-12 + √77,12 - √77,12 - √77
15.5,1.5,67,0.166,1,3,0,1,(12 - √77),2,15.5 + 1.5√77,-15.5 - 1.5√77,12 - √77
-15.5,1.5,67,2.976,1,4,0,1,(12 + √77),2,-15.5 + 1.5√77,15.5 - 1.5√77,12 + √77
3.0,1.0,-68,0.524,0,0,0,2,(2) (1.5 + 0.5√77),0,3 + √77,-3 - √77
-3.0,1.0,-68,2.618,0,0,0,2,(2) (1.5 - 0.5√77),1,-3 + √77,3 - √77
25.0,3.0,-68,0.205,0,2,0,2,(2) (1.5 - 0.5√77),0,25 + 3√77,-25 - 3√77
-25.0,3.0,-68,2.937,0,5,0,2,(2) (1.5 + 0.5√77),1,-25 + 3√77,25 - 3√77
9.5,0.5,71,0.091,1,0,0,0,'(9.5 + 0.5√77),2,9.5 + 0.5√77,-9.5 - 0.5√77,9.5 + 0.5√77
-9.5,0.5,71,3.051,1,1,0,0,'(9.5 - 0.5√77),2,-9.5 + 0.5√77,9.5 - 0.5√77,9.5 - 0.5√77
23.5,2.5,71,0.182,1,3,0,1,(9.5 - 0.5√77),2,23.5 + 2.5√77,-23.5 - 2.5√77,9.5 - 0.5√77
-23.5,2.5,71,2.959,1,4,0,1,(9.5 + 0.5√77),2,-23.5 + 2.5√77,23.5 - 2.5√77,9.5 + 0.5√77
2.0,1.0,-73,0.714,1,0,0,0,'(2 + √77),2,2 + √77,-2 - √77,2 + √77
-2.0,1.0,-73,2.428,1,1,0,0,'(2 - √77),2,-2 + √77,2 - √77,2 - √77
29.5,3.5,-73,0.203,1,2,0,1,(2 - √77),2,29.5 + 3.5√77,-29.5 - 3.5√77,2 - √77
-29.5,3.5,-73,2.939,1,5,0,1,(2 + √77),2,-29.5 + 3.5√77,29.5 - 3.5√77,2 + √77
47.5,5.5,-73,0.198,1,2,0,1,(2 + √77),2,47.5 + 5.5√77,-47.5 - 5.5√77,2 + √77
-47.5,5.5,-73,2.944,1,5,0,1,(2 - √77),2,-47.5 + 5.5√77,47.5 - 5.5√77,2 - √77
1.0,1.0,-76,1.047,0,0,0,2,(2) (0.5 + 0.5√77),0,1 + √77,-1 - √77
-1.0,1.0,-76,2.094,0,0,0,2,(2) (0.5 - 0.5√77),1,-1 + √77,1 - √77
34.0,4.0,-76,0.201,0,2,0,2,(2) (0.5 - 0.5√77),0,34 + 4√77,-34 - 4√77
-34.0,4.0,-76,2.941,0,5,0,2,(2) (0.5 + 0.5√77),1,-34 + 4√77,34 - 4√77
43.0,5.0,-76,0.199,0,2,0,2,(2) (0.5 + 0.5√77),0,43 + 5√77,-43 - 5√77
-43.0,5.0,-76,2.943,0,5,0,2,(2) (0.5 - 0.5√77),1,-43 + 5√77,43 - 5√77
0.0,1.0,-77,1.571,0,5,0,2,(3.5 + 0.5√77) (5.5 + 0.5√77),0,√77,-√77
38.5,4.5,-77,0.2,0,0,0,2,(3.5 + 0.5√77) (5.5 + 0.5√77),0,38.5 + 4.5√77,-38.5 - 4.5√77
-38.5,4.5,-77,2.942,0,9,0,2,(3.5 + 0.5√77) (5.5 + 0.5√77),1,-38.5 + 4.5√77,38.5 - 4.5√77
9,0,81,0.0,0,0,1,1,(3)²,0,9,-9
40.5,4.5,81,0.19,0,2,1,1,(3)²,0,40.5 + 4.5√77,-40.5 - 4.5√77
-40.5,4.5,81,2.951,0,4,1,1,(3)²,1,-40.5 + 4.5√77,40.5 - 4.5√77
9.5,1.5,-83,0.267,1,0,0,0,'(9.5 + 1.5√77),2,9.5 + 1.5√77,-9.5 - 1.5√77,9.5 + 1.5√77
-9.5,1.5,-83,2.875,1,1,0,0,'(9.5 - 1.5√77),2,-9.5 + 1.5√77,9.5 - 1.5√77,9.5 - 1.5√77
15.0,2.0,-83,0.227,1,2,0,1,(9.5 - 1.5√77),2,15 + 2√77,-15 - 2√77,9.5 - 1.5√77
-15.0,2.0,-83,2.915,1,5,0,1,(9.5 + 1.5√77),2,-15 + 2√77,15 - 2√77,9.5 + 1.5√77
10.5,0.5,91,0.082,0,0,0,2,(3.5 + 0.5√77) (2.5 - 0.5√77),0,10.5 + 0.5√77,-10.5 - 0.5√77
-10.5,0.5,91,3.059,0,4,0,2,(3.5 + 0.5√77) (2.5 + 0.5√77),1,-10.5 + 0.5√77,10.5 - 0.5√77
28.0,3.0,91,0.183,0,0,0,2,(3.5 + 0.5√77) (2.5 + 0.5√77),0,28 + 3√77,-28 - 3√77
-28.0,3.0,91,2.958,0,4,0,2,(3.5 + 0.5√77) (2.5 - 0.5√77),1,-28 + 3√77,28 - 3√77
13.0,1.0,92,0.132,0,0,0,2,(2) (6.5 + 0.5√77),0,13 + √77,-13 - √77
-13.0,1.0,92,3.009,0,0,0,2,(2) (6.5 - 0.5√77),1,-13 + √77,13 - √77
20.0,2.0,92,0.171,0,3,0,2,(2) (6.5 - 0.5√77),0,20 + 2√77,-20 - 2√77
-20.0,2.0,92,2.97,0,4,0,2,(2) (6.5 + 0.5√77),1,-20 + 2√77,20 - 2√77
16.5,1.5,99,0.156,0,0,0,2,(3) (5.5 + 0.5√77),0,16.5 + 1.5√77,-16.5 - 1.5√77
-16.5,1.5,99,2.985,0,4,0,2,(3) (5.5 + 0.5√77),1,-16.5 + 1.5√77,16.5 - 1.5√77
10,0,100,0.0,0,0,0,2,(2) (5),0,10,-10
45.0,5.0,100,0.19,0,2,0,2,(2) (5),0,45 + 5√77,-45 - 5√77
-45.0,5.0,100,2.951,0,4,0,2,(2) (5),1,-45 + 5√77,45 - 5√77
8.5,1.5,-101,0.297,1,0,0,0,'(8.5 + 1.5√77),2,8.5 + 1.5√77,-8.5 - 1.5√77,8.5 + 1.5√77
-8.5,1.5,-101,2.845,1,1,0,0,'(8.5 - 1.5√77),2,-8.5 + 1.5√77,8.5 - 1.5√77,8.5 - 1.5√77
19.5,2.5,-101,0.219,1,2,0,1,(8.5 - 1.5√77),2,19.5 + 2.5√77,-19.5 - 2.5√77,8.5 - 1.5√77
-19.5,2.5,-101,2.923,1,5,0,1,(8.5 + 1.5√77),2,-19.5 + 2.5√77,19.5 - 2.5√77,8.5 + 1.5√77
14.0,2.0,-112,0.243,0,0,1,2,(2)² (3.5 + 0.5√77),0,14 + 2√77,-14 - 2√77
-14.0,2.0,-112,2.899,0,5,1,2,(2)² (3.5 + 0.5√77),1,-14 + 2√77,14 - 2√77
11.5,0.5,113,0.075,1,0,0,0,'(11.5 + 0.5√77),2,11.5 + 0.5√77,-11.5 - 0.5√77,11.5 + 0.5√77
-11.5,0.5,113,3.066,1,1,0,0,'(11.5 - 0.5√77),2,-11.5 + 0.5√77,11.5 - 0.5√77,11.5 - 0.5√77
32.5,3.5,113,0.184,1,3,0,1,(11.5 - 0.5√77),2,32.5 + 3.5√77,-32.5 - 3.5√77,11.5 - 0.5√77
-32.5,3.5,113,2.957,1,4,0,1,(11.5 + 0.5√77),2,-32.5 + 3.5√77,32.5 - 3.5√77,11.5 + 0.5√77
7.5,1.5,-117,0.333,0,0,0,2,(3) (2.5 + 0.5√77),0,7.5 + 1.5√77,-7.5 - 1.5√77
-7.5,1.5,-117,2.808,0,0,0,2,(3) (2.5 - 0.5√77),1,-7.5 + 1.5√77,7.5 - 1.5√77
24.0,3.0,-117,0.213,0,2,0,2,(3) (2.5 - 0.5√77),0,24 + 3√77,-24 - 3√77
-24.0,3.0,-117,2.928,0,5,0,2,(3) (2.5 + 0.5√77),1,-24 + 3√77,24 - 3√77
14.0,1.0,119,0.123,0,0,0,2,(3.5 + 0.5√77) (1.5 - 0.5√77),0,14 + √77,-14 - √77
-14.0,1.0,119,3.019,0,4,0,2,(3.5 + 0.5√77) (1.5 + 0.5√77),1,-14 + √77,14 - √77
24.5,2.5,119,0.175,0,0,0,2,(3.5 + 0.5√77) (1.5 + 0.5√77),0,24.5 + 2.5√77,-24.5 - 2.5√77
-24.5,2.5,119,2.967,0,4,0,2,(3.5 + 0.5√77) (1.5 - 0.5√77),1,-24.5 + 2.5√77,24.5 - 2.5√77
11,0,121,0.0,0,5,1,1,(5.5 + 0.5√77)²,0,11,-11
49.5,5.5,121,0.19,0,0,1,1,(5.5 + 0.5√77)²,0,49.5 + 5.5√77,-49.5 - 5.5√77
-49.5,5.5,121,2.951,0,8,1,1,(5.5 + 0.5√77)²,1,-49.5 + 5.5√77,49.5 - 5.5√77
6.5,1.5,-131,0.38,1,0,0,0,'(6.5 + 1.5√77),2,6.5 + 1.5√77,-6.5 - 1.5√77,6.5 + 1.5√77
-6.5,1.5,-131,2.761,1,1,0,0,'(6.5 - 1.5√77),2,-6.5 + 1.5√77,6.5 - 1.5√77,6.5 - 1.5√77
28.5,3.5,-131,0.21,1,2,0,1,(6.5 - 1.5√77),2,28.5 + 3.5√77,-28.5 - 3.5√77,6.5 - 1.5√77
-28.5,3.5,-131,2.932,1,5,0,1,(6.5 + 1.5√77),2,-28.5 + 3.5√77,28.5 - 3.5√77,6.5 + 1.5√77
17.5,1.5,133,0.147,0,0,0,2,(3.5 + 0.5√77) (0.5 - 0.5√77),0,17.5 + 1.5√77,-17.5 - 1.5√77
-17.5,1.5,133,2.994,0,4,0,2,(3.5 + 0.5√77) (0.5 + 0.5√77),1,-17.5 + 1.5√77,17.5 - 1.5√77
21.0,2.0,133,0.163,0,0,0,2,(3.5 + 0.5√77) (0.5 + 0.5√77),0,21 + 2√77,-21 - 2√77
-21.0,2.0,133,2.978,0,4,0,2,(3.5 + 0.5√77) (0.5 - 0.5√77),1,-21 + 2√77,21 - 2√77
12.5,0.5,137,0.069,1,0,0,0,'(12.5 + 0.5√77),2,12.5 + 0.5√77,-12.5 - 0.5√77,12.5 + 0.5√77
-12.5,0.5,137,3.072,1,1,0,0,'(12.5 - 0.5√77),2,-12.5 + 0.5√77,12.5 - 0.5√77,12.5 - 0.5√77
37.0,4.0,137,0.185,1,3,0,1,(12.5 - 0.5√77),2,37 + 4√77,-37 - 4√77,12.5 - 0.5√77
-37.0,4.0,137,2.956,1,4,0,1,(12.5 + 0.5√77),2,-37 + 4√77,37 - 4√77,12.5 + 0.5√77
13.0,2.0,-139,0.26,1,0,0,0,'(13 + 2√77),2,13 + 2√77,-13 - 2√77,13 + 2√77
-13.0,2.0,-139,2.881,1,1,0,0,'(13 - 2√77),2,-13 + 2√77,13 - 2√77,13 - 2√77
18.5,2.5,-139,0.23,1,2,0,1,(13 - 2√77),2,18.5 + 2.5√77,-18.5 - 2.5√77,13 - 2√77
-18.5,2.5,-139,2.912,1,5,0,1,(13 + 2√77),2,-18.5 + 2.5√77,18.5 - 2.5√77,13 + 2√77
5.5,1.5,-143,0.441,0,0,0,2,(5.5 + 0.5√77) (2.5 - 0.5√77),0,5.5 + 1.5√77,-5.5 - 1.5√77
-5.5,1.5,-143,2.7,0,5,0,2,(5.5 + 0.5√77) (2.5 + 0.5√77),1,-5.5 + 1.5√77,5.5 - 1.5√77
33.0,4.0,-143,0.207,0,0,0,2,(5.5 + 0.5√77) (2.5 + 0.5√77),0,33 + 4√77,-33 - 4√77
-33.0,4.0,-143,2.935,0,5,0,2,(5.5 + 0.5√77) (2.5 - 0.5√77),1,-33 + 4√77,33 - 4√77
12,0,144,0.0,0,0,1,2,(2)² (3),0,12,-12
15.0,1.0,148,0.115,0,0,0,2,(2) (7.5 + 0.5√77),0,15 + √77,-15 - √77
-15.0,1.0,148,3.027,0,0,0,2,(2) (7.5 - 0.5√77),1,-15 + √77,15 - √77
29.0,3.0,148,0.177,0,3,0,2,(2) (7.5 - 0.5√77),0,29 + 3√77,-29 - 3√77
-29.0,3.0,148,2.964,0,4,0,2,(2) (7.5 + 0.5√77),1,-29 + 3√77,29 - 3√77
4.5,1.5,-153,0.524,0,0,0,2,(3) (1.5 + 0.5√77),0,4.5 + 1.5√77,-4.5 - 1.5√77
-4.5,1.5,-153,2.618,0,0,0,2,(3) (1.5 - 0.5√77),1,-4.5 + 1.5√77,4.5 - 1.5√77
37.5,4.5,-153,0.205,0,2,0,2,(3) (1.5 - 0.5√77),0,37.5 + 4.5√77,-37.5 - 4.5√77
-37.5,4.5,-153,2.937,0,5,0,2,(3) (1.5 + 0.5√77),1,-37.5 + 4.5√77,37.5 - 4.5√77
3.5,1.5,-161,0.639,0,1,0,2,(3.5 + 0.5√77) (6.5 - 0.5√77),0,3.5 + 1.5√77,-3.5 - 1.5√77
-3.5,1.5,-161,2.503,0,5,0,2,(3.5 + 0.5√77) (6.5 + 0.5√77),1,-3.5 + 1.5√77,3.5 - 1.5√77
42.0,5.0,-161,0.203,0,0,0,2,(3.5 + 0.5√77) (6.5 + 0.5√77),0,42 + 5√77,-42 - 5√77
-42.0,5.0,-161,2.938,0,4,0,2,(3.5 + 0.5√77) (6.5 - 0.5√77),1,-42 + 5√77,42 - 5√77
13.5,0.5,163,0.064,1,0,0,0,'(13.5 + 0.5√77),2,13.5 + 0.5√77,-13.5 - 0.5√77,13.5 + 0.5√77
-13.5,0.5,163,3.078,1,1,0,0,'(13.5 - 0.5√77),2,-13.5 + 0.5√77,13.5 - 0.5√77,13.5 - 0.5√77
41.5,4.5,163,0.186,1,3,0,1,(13.5 - 0.5√77),2,41.5 + 4.5√77,-41.5 - 4.5√77,13.5 - 0.5√77
-41.5,4.5,163,2.956,1,4,0,1,(13.5 + 0.5√77),2,-41.5 + 4.5√77,41.5 - 4.5√77,13.5 + 0.5√77
12.0,2.0,-164,0.281,0,0,0,2,(2) (6 + √77),0,12 + 2√77,-12 - 2√77
-12.0,2.0,-164,2.861,0,0,0,2,(2) (6 - √77),1,-12 + 2√77,12 - 2√77
23.0,3.0,-164,0.222,0,2,0,2,(2) (6 - √77),0,23 + 3√77,-23 - 3√77
-23.0,3.0,-164,2.919,0,5,0,2,(2) (6 + √77),1,-23 + 3√77,23 - 3√77
2.5,1.5,-167,0.805,1,0,0,0,'(2.5 + 1.5√77),2,2.5 + 1.5√77,-2.5 - 1.5√77,2.5 + 1.5√77
-2.5,1.5,-167,2.337,1,1,0,0,'(2.5 - 1.5√77),2,-2.5 + 1.5√77,2.5 - 1.5√77,2.5 - 1.5√77
46.5,5.5,-167,0.202,1,2,0,1,(2.5 - 1.5√77),2,46.5 + 5.5√77,-46.5 - 5.5√77,2.5 - 1.5√77
-46.5,5.5,-167,2.94,1,5,0,1,(2.5 + 1.5√77),2,-46.5 + 5.5√77,46.5 - 5.5√77,2.5 + 1.5√77
13,0,169,0.0,0,0,1,2,(2.5 + 0.5√77) (2.5 - 0.5√77),0,13,-13
18.5,1.5,169,0.14,0,2,1,1,(2.5 - 0.5√77)²,0,18.5 + 1.5√77,-18.5 - 1.5√77
-18.5,1.5,169,3.002,0,4,1,1,(2.5 + 0.5√77)²,1,-18.5 + 1.5√77,18.5 - 1.5√77
25.5,2.5,169,0.168,0,0,1,1,(2.5 + 0.5√77)²,0,25.5 + 2.5√77,-25.5 - 2.5√77
-25.5,2.5,169,2.973,0,1,1,1,(2.5 - 0.5√77)²,1,-25.5 + 2.5√77,25.5 - 2.5√77
1.5,1.5,-171,1.047,0,0,0,2,(3) (0.5 + 0.5√77),0,1.5 + 1.5√77,-1.5 - 1.5√77
-1.5,1.5,-171,2.094,0,0,0,2,(3) (0.5 - 0.5√77),1,-1.5 + 1.5√77,1.5 - 1.5√77
0.5,1.5,-173,1.381,1,0,0,0,'(0.5 + 1.5√77),2,0.5 + 1.5√77,-0.5 - 1.5√77,0.5 + 1.5√77
-0.5,1.5,-173,1.761,1,1,0,0,'(0.5 - 1.5√77),2,-0.5 + 1.5√77,0.5 - 1.5√77,0.5 - 1.5√77
17.5,2.5,-175,0.243,0,0,0,2,(3.5 + 0.5√77) (5),0,17.5 + 2.5√77,-17.5 - 2.5√77
-17.5,2.5,-175,2.899,0,5,0,2,(3.5 + 0.5√77) (5),1,-17.5 + 2.5√77,17.5 - 2.5√77
22.0,2.0,176,0.156,0,0,1,2,(2)² (5.5 + 0.5√77),0,22 + 2√77,-22 - 2√77
-22.0,2.0,176,2.985,0,4,1,2,(2)² (5.5 + 0.5√77),1,-22 + 2√77,22 - 2√77
16.0,1.0,179,0.108,1,0,0,0,'(16 + √77),2,16 + √77,-16 - √77,16 + √77
-16.0,1.0,179,3.034,1,1,0,0,'(16 - √77),2,-16 + √77,16 - √77,16 - √77
33.5,3.5,179,0.179,1,3,0,1,(16 - √77),2,33.5 + 3.5√77,-33.5 - 3.5√77,16 - √77
-33.5,3.5,179,2.963,1,4,0,1,(16 + √77),2,-33.5 + 3.5√77,33.5 - 3.5√77,16 + √77
11.0,2.0,-187,0.305,0,0,0,2,(5.5 + 0.5√77) (1.5 - 0.5√77),0,11 + 2√77,-11 - 2√77
-11.0,2.0,-187,2.837,0,5,0,2,(5.5 + 0.5√77) (1.5 + 0.5√77),1,-11 + 2√77,11 - 2√77
27.5,3.5,-187,0.217,0,0,0,2,(5.5 + 0.5√77) (1.5 + 0.5√77),0,27.5 + 3.5√77,-27.5 - 3.5√77
-27.5,3.5,-187,2.925,0,5,0,2,(5.5 + 0.5√77) (1.5 - 0.5√77),1,-27.5 + 3.5√77,27.5 - 3.5√77
14.5,0.5,191,0.06,1,0,0,0,'(14.5 + 0.5√77),2,14.5 + 0.5√77,-14.5 - 0.5√77,14.5 + 0.5√77
