Id,Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
-27.5,15.5,16853,2.369,0,1,0,2,(1.5 - 0.5√-67) (29.5 - 0.5√-67),1,-27.5 + 15.5√-67,27.5 - 15.5√-67
27.5,15.5,16853,0.773,0,0,0,2,(1.5 + 0.5√-67) (29.5 + 0.5√-67),0,27.5 + 15.5√-67,-27.5 - 15.5√-67
-26.5,15.5,16799,2.35,0,0,0,2,(9.5 + 0.5√-67) (2.5 + 1.5√-67),1,-26.5 + 15.5√-67,26.5 - 15.5√-67
26.5,15.5,16799,0.792,0,1,0,2,(9.5 - 0.5√-67) (2.5 - 1.5√-67),0,26.5 + 15.5√-67,-26.5 - 15.5√-67
-25.5,15.5,16747,2.331,1,0,0,1,'(25.5 - 15.5√-67),1,-25.5 + 15.5√-67,25.5 - 15.5√-67
25.5,15.5,16747,0.811,1,0,0,1,'(25.5 + 15.5√-67),0,25.5 + 15.5√-67,-25.5 - 15.5√-67
-24.5,15.5,16697,2.311,0,1,0,2,(6.5 - 0.5√-67) (11.5 - 1.5√-67),1,-24.5 + 15.5√-67,24.5 - 15.5√-67
24.5,15.5,16697,0.831,0,0,0,2,(6.5 + 0.5√-67) (11.5 + 1.5√-67),0,24.5 + 15.5√-67,-24.5 - 15.5√-67
-23.5,15.5,16649,2.29,1,0,0,1,'(23.5 - 15.5√-67),1,-23.5 + 15.5√-67,23.5 - 15.5√-67
23.5,15.5,16649,0.852,1,0,0,1,'(23.5 + 15.5√-67),0,23.5 + 15.5√-67,-23.5 - 15.5√-67
-42.0,15.0,16839,2.588,0,1,0,2,(3) (14 - 5√-67),1,-42 + 15√-67,42 - 15√-67
42.0,15.0,16839,0.554,0,0,0,2,(3) (14 + 5√-67),0,42 + 15√-67,-42 - 15√-67
-41.0,15.0,16756,2.577,0,0,0,3,(2) (6.5 + 0.5√-67) (2 + √-67),1,-41 + 15√-67,41 - 15√-67
41.0,15.0,16756,0.565,0,1,0,3,(2) (6.5 - 0.5√-67) (2 - √-67),0,41 + 15√-67,-41 - 15√-67
-40.0,15.0,16675,2.566,0,0,0,3,(2.5 + 0.5√-67) (5) (3.5 + 0.5√-67),1,-40 + 15√-67,40 - 15√-67
40.0,15.0,16675,0.576,0,1,0,3,(2.5 - 0.5√-67) (5) (3.5 - 0.5√-67),0,40 + 15√-67,-40 - 15√-67
-22.5,15.5,16603,2.269,1,0,0,1,'(22.5 - 15.5√-67),1,-22.5 + 15.5√-67,22.5 - 15.5√-67
22.5,15.5,16603,0.873,1,0,0,1,'(22.5 + 15.5√-67),0,22.5 + 15.5√-67,-22.5 - 15.5√-67
-21.5,15.5,16559,2.246,0,1,0,2,(3.5 - 0.5√-67) (20.5 - 1.5√-67),1,-21.5 + 15.5√-67,21.5 - 15.5√-67
21.5,15.5,16559,0.896,0,0,0,2,(3.5 + 0.5√-67) (20.5 + 1.5√-67),0,21.5 + 15.5√-67,-21.5 - 15.5√-67
-20.5,15.5,16517,2.223,0,1,0,2,(4 - √-67) (13.5 - 0.5√-67),1,-20.5 + 15.5√-67,20.5 - 15.5√-67
