Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
0,0,0,0,0,0,0,0,'(0),0,0,0,0,0,0,0
1,0,1,0.0,0,0,0,0,,0,1,-1
2,0,4,0.0,0,-1,1,1,(?),-1,2,-2
23.0,2,5,0.087,1,0,0,0,'(23 + 2√131),2,23 + 2√131,-23 - 2√131,23 + 2√131
-23.0,2,5,3.055,1,1,0,0,'(23 - 2√131),2,-23 + 2√131,23 - 2√131,23 - 2√131
3,0,9,0.0,1,0,0,0,'(3),2,3,-3,3
11.0,1,-10,0.091,0,-1,0,2,(23 - 2√131) (?),-1,11 + √131,-11 - √131
-11.0,1,-10,3.051,0,-1,0,2,(23 + 2√131) (?),-1,-11 + √131,11 - √131
12.0,1,13,0.083,1,0,0,0,'(12 + √131),2,12 + √131,-12 - √131,12 + √131
-12.0,1,13,3.058,1,1,0,0,'(12 - √131),2,-12 + √131,12 - √131,12 - √131
4,0,16,0.0,0,-1,3,1,(?),-1,4,-4
46.0,4,20,0.087,0,-1,1,2,(23 + 2√131) (?),-1,46 + 4√131,-46 - 4√131
-46.0,4,20,3.055,0,-1,1,2,(23 - 2√131) (?),-1,-46 + 4√131,46 - 4√131
34.0,3,-23,0.088,1,0,0,0,'(34 + 3√131),2,34 + 3√131,-34 - 3√131,34 + 3√131
-34.0,3,-23,3.054,1,1,0,0,'(34 - 3√131),2,-34 + 3√131,34 - 3√131,34 - 3√131
5,0,25,0.0,0,1,1,2,(23 + 2√131) (23 - 2√131),0,5,-5
10.0,1,-31,0.1,1,0,0,0,'(10 + √131),2,10 + √131,-10 - √131,10 + √131
-10.0,1,-31,3.042,1,1,0,0,'(10 - √131),2,-10 + √131,10 - √131,10 - √131
6,0,36,0.0,0,-1,1,2,(3) (?),-1,6,-6
13.0,1,38,0.077,0,-1,0,2,(?),-1,13 + √131,-13 - √131
-13.0,1,38,3.065,0,-1,0,2,(?),-1,-13 + √131,13 - √131
22.0,2,-40,0.091,0,-1,2,2,(23 - 2√131) (?),-1,22 + 2√131,-22 - 2√131
-22.0,2,-40,3.051,0,-1,2,2,(23 + 2√131) (?),-1,-22 + 2√131,22 - 2√131
35.0,3,46,0.086,0,-1,0,2,(34 - 3√131) (?),-1,35 + 3√131,-35 - 3√131
-35.0,3,46,3.056,0,-1,0,2,(34 + 3√131) (?),-1,-35 + 3√131,35 - 3√131
7,0,49,0.0,1,0,0,0,'(7),2,7,-7,7
9.0,1,-50,0.111,0,-1,1,2,(23 + 2√131)² (?),-1,9 + √131,-9 - √131
-9.0,1,-50,3.031,0,-1,1,2,(23 - 2√131)² (?),-1,-9 + √131,9 - √131
24.0,2,52,0.083,0,-1,1,2,(12 + √131) (?),-1,24 + 2√131,-24 - 2√131
-24.0,2,52,3.058,0,-1,1,2,(12 - √131) (?),-1,-24 + 2√131,24 - 2√131
8,0,64,0.0,0,-1,5,1,(?),-1,8,-8
14.0,1,65,0.071,0,1,0,2,(23 + 2√131) (12 - √131),0,14 + √131,-14 - √131
-14.0,1,65,3.07,0,0,0,2,(23 - 2√131) (12 + √131),1,-14 + √131,14 - √131
8.0,1,-67,0.124,1,0,0,0,'(8 + √131),2,8 + √131,-8 - √131,8 + √131
-8.0,1,-67,3.017,1,1,0,0,'(8 - √131),2,-8 + √131,8 - √131,8 - √131
45.0,4,-71,0.089,1,0,0,0,'(45 + 4√131),2,45 + 4√131,-45 - 4√131,45 + 4√131
-45.0,4,-71,3.053,1,1,0,0,'(45 - 4√131),2,-45 + 4√131,45 - 4√131,45 - 4√131
9,0,81,0.0,0,0,1,1,(3)²,0,9,-9
7.0,1,-82,0.142,0,-1,0,2,(?),-1,7 + √131,-7 - √131
-7.0,1,-82,3.0,0,-1,0,2,(?),-1,-7 + √131,7 - √131
21.0,2,-83,0.095,1,0,0,0,'(21 + 2√131),2,21 + 2√131,-21 - 2√131,21 + 2√131
-21.0,2,-83,3.047,1,1,0,0,'(21 - 2√131),2,-21 + 2√131,21 - 2√131,21 - 2√131
33.0,3,-90,0.091,0,-1,0,3,(23 - 2√131) (3) (?),-1,33 + 3√131,-33 - 3√131
-33.0,3,-90,3.051,0,-1,0,3,(23 + 2√131) (3) (?),-1,-33 + 3√131,33 - 3√131
15.0,1,94,0.067,0,-1,0,2,(?),-1,15 + √131,-15 - √131
-15.0,1,94,3.075,0,-1,0,2,(?),-1,-15 + √131,15 - √131
6.0,1,-95,0.165,0,-1,0,2,(23 - 2√131) (?),-1,6 + √131,-6 - √131
-6.0,1,-95,2.976,0,-1,0,2,(23 + 2√131) (?),-1,-6 + √131,6 - √131
10,0,100,0.0,0,-1,2,2,(23 + 2√131) (23 - 2√131) (?),-1,10,-10
25.0,2,101,0.08,1,0,0,0,'(25 + 2√131),2,25 + 2√131,-25 - 2√131,25 + 2√131
-25.0,2,101,3.062,1,1,0,0,'(25 - 2√131),2,-25 + 2√131,25 - 2√131,25 - 2√131
5.0,1,-106,0.197,0,-1,0,2,(?),-1,5 + √131,-5 - √131
-5.0,1,-106,2.944,0,-1,0,2,(?),-1,-5 + √131,5 - √131
47.0,4,113,0.085,1,0,0,0,'(47 + 4√131),2,47 + 4√131,-47 - 4√131,47 + 4√131
-47.0,4,113,3.057,1,1,0,0,'(47 - 4√131),2,-47 + 4√131,47 - 4√131,47 - 4√131
4.0,1,-115,0.245,0,0,0,2,(23 + 2√131) (34 - 3√131),0,4 + √131,-4 - √131
-4.0,1,-115,2.897,0,1,0,2,(23 - 2√131) (34 + 3√131),1,-4 + √131,4 - √131
36.0,3,117,0.083,0,0,0,2,(3) (12 + √131),0,36 + 3√131,-36 - 3√131
-36.0,3,117,3.058,0,0,0,2,(3) (12 - √131),1,-36 + 3√131,36 - 3√131
11,0,121,0.0,1,0,0,0,'(11),2,11,-11,11
3.0,1,-122,0.322,0,-1,0,2,(?),-1,3 + √131,-3 - √131
-3.0,1,-122,2.82,0,-1,0,2,(?),-1,-3 + √131,3 - √131
20.0,2,-124,0.1,0,-1,1,2,(10 + √131) (?),-1,20 + 2√131,-20 - 2√131
-20.0,2,-124,3.042,0,-1,1,2,(10 - √131) (?),-1,-20 + 2√131,20 - 2√131
16.0,1,125,0.062,0,0,2,1,(23 - 2√131)³,0,16 + √131,-16 - √131
-16.0,1,125,3.079,0,0,2,1,(23 + 2√131)³,1,-16 + √131,16 - √131
2.0,1,-127,0.464,1,0,0,0,'(2 + √131),2,2 + √131,-2 - √131,2 + √131
-2.0,1,-127,2.678,1,1,0,0,'(2 - √131),2,-2 + √131,2 - √131,2 - √131
1.0,1,-130,0.785,0,-1,0,3,(23 - 2√131) (12 - √131) (?),-1,1 + √131,-1 - √131
-1.0,1,-130,2.356,0,-1,0,3,(23 + 2√131) (12 + √131) (?),-1,-1 + √131,1 - √131
0.0,1,-131,1.571,1,0,0,0,'(√131),2,√131,-√131,√131
12,0,144,0.0,0,-1,3,2,(3) (?),-1,12,-12
26.0,2,152,0.077,0,-1,2,2,(?),-1,26 + 2√131,-26 - 2√131
-26.0,2,152,3.065,0,-1,2,2,(?),-1,-26 + 2√131,26 - 2√131
32.0,3,-155,0.093,0,0,0,2,(23 + 2√131) (10 - √131),0,32 + 3√131,-32 - 3√131
-32.0,3,-155,3.048,0,1,0,2,(23 - 2√131) (10 + √131),1,-32 + 3√131,32 - 3√131
17.0,1,158,0.059,0,-1,0,2,(?),-1,17 + √131,-17 - √131
-17.0,1,158,3.083,0,-1,0,2,(?),-1,-17 + √131,17 - √131
44.0,4,-160,0.091,0,-1,4,2,(23 - 2√131) (?),-1,44 + 4√131,-44 - 4√131
