Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
0,0,0,0,0,0,0,0,'(0),0,0,0,0,0,0,0
1,0,1,0.0,0,0,0,0,,0,1,-1
2,0,4,0.0,0,-1,1,1,(?),-1,2,-2
17.0,2,5,0.117,1,0,0,0,'(17 + 2√71),2,17 + 2√71,-17 - 2√71,17 + 2√71
-17.0,2,5,3.024,1,1,0,0,'(17 - 2√71),2,-17 + 2√71,17 - 2√71,17 - 2√71
8.0,1,-7,0.124,1,0,0,0,'(8 + √71),2,8 + √71,-8 - √71,8 + √71
-8.0,1,-7,3.017,1,1,0,0,'(8 - √71),2,-8 + √71,8 - √71,8 - √71
3,0,9,0.0,1,0,0,0,'(3),2,3,-3,3
9.0,1,10,0.111,0,-1,0,2,(17 - 2√71) (?),-1,9 + √71,-9 - √71
-9.0,1,10,3.031,0,-1,0,2,(17 + 2√71) (?),-1,-9 + √71,9 - √71
42.0,5,-11,0.118,1,0,0,0,'(42 + 5√71),2,42 + 5√71,-42 - 5√71,42 + 5√71
-42.0,5,-11,3.023,1,1,0,0,'(42 - 5√71),2,-42 + 5√71,42 - 5√71,42 - 5√71
25.0,3,-14,0.119,0,-1,0,2,(8 - √71) (?),-1,25 + 3√71,-25 - 3√71
-25.0,3,-14,3.022,0,-1,0,2,(8 + √71) (?),-1,-25 + 3√71,25 - 3√71
4,0,16,0.0,0,-1,3,1,(?),-1,4,-4
34.0,4,20,0.117,0,-1,1,2,(17 + 2√71) (?),-1,34 + 4√71,-34 - 4√71
-34.0,4,20,3.024,0,-1,1,2,(17 - 2√71) (?),-1,-34 + 4√71,34 - 4√71
7.0,1,-22,0.142,0,-1,0,2,(42 - 5√71) (?),-1,7 + √71,-7 - √71
-7.0,1,-22,3.0,0,-1,0,2,(42 + 5√71) (?),-1,-7 + √71,7 - √71
5,0,25,0.0,0,1,1,2,(17 + 2√71) (17 - 2√71),0,5,-5
16.0,2,-28,0.124,0,-1,1,2,(8 + √71) (?),-1,16 + 2√71,-16 - 2√71
-16.0,2,-28,3.017,0,-1,1,2,(8 - √71) (?),-1,-16 + 2√71,16 - 2√71
10.0,1,29,0.1,1,0,0,0,'(10 + √71),2,10 + √71,-10 - √71,10 + √71
-10.0,1,29,3.042,1,1,0,0,'(10 - √71),2,-10 + √71,10 - √71,10 - √71
6.0,1,-35,0.165,0,0,0,2,(17 + 2√71) (8 - √71),0,6 + √71,-6 - √71
-6.0,1,-35,2.976,0,1,0,2,(17 - 2√71) (8 + √71),1,-6 + √71,6 - √71
6,0,36,0.0,0,-1,1,2,(3) (?),-1,6,-6
26.0,3,37,0.115,1,0,0,0,'(26 + 3√71),2,26 + 3√71,-26 - 3√71,26 + 3√71
-26.0,3,37,3.027,1,1,0,0,'(26 - 3√71),2,-26 + 3√71,26 - 3√71,26 - 3√71
18.0,2,40,0.111,0,-1,2,2,(17 - 2√71) (?),-1,18 + 2√71,-18 - 2√71
-18.0,2,40,3.031,0,-1,2,2,(17 + 2√71) (?),-1,-18 + 2√71,18 - 2√71
5.0,1,-46,0.197,0,-1,0,2,(?),-1,5 + √71,-5 - √71
-5.0,1,-46,2.944,0,-1,0,2,(?),-1,-5 + √71,5 - √71
33.0,4,-47,0.121,1,0,0,0,'(33 + 4√71),2,33 + 4√71,-33 - 4√71,33 + 4√71
-33.0,4,-47,3.021,1,1,0,0,'(33 - 4√71),2,-33 + 4√71,33 - 4√71,33 - 4√71
7,0,49,0.0,0,0,1,2,(8 + √71) (8 - √71),0,7,-7
11.0,1,50,0.091,0,-1,1,2,(17 + 2√71)² (?),-1,11 + √71,-11 - √71
-11.0,1,50,3.051,0,-1,1,2,(17 - 2√71)² (?),-1,-11 + √71,11 - √71
4.0,1,-55,0.245,0,1,0,2,(17 - 2√71) (42 + 5√71),0,4 + √71,-4 - √71
-4.0,1,-55,2.897,0,0,0,2,(17 + 2√71) (42 - 5√71),1,-4 + √71,4 - √71
50.0,6,-56,0.119,0,-1,2,2,(8 - √71) (?),-1,50 + 6√71,-50 - 6√71
-50.0,6,-56,3.022,0,-1,2,2,(8 + √71) (?),-1,-50 + 6√71,50 - 6√71
15.0,2,-59,0.133,1,0,0,0,'(15 + 2√71),2,15 + 2√71,-15 - 2√71,15 + 2√71
-15.0,2,-59,3.009,1,1,0,0,'(15 - 2√71),2,-15 + 2√71,15 - 2√71,15 - 2√71
3.0,1,-62,0.322,0,-1,0,2,(?),-1,3 + √71,-3 - √71
-3.0,1,-62,2.82,0,-1,0,2,(?),-1,-3 + √71,3 - √71
24.0,3,-63,0.124,0,0,0,2,(8 + √71) (3),0,24 + 3√71,-24 - 3√71
-24.0,3,-63,3.017,0,0,0,2,(8 - √71) (3),1,-24 + 3√71,24 - 3√71
8,0,64,0.0,0,-1,5,1,(?),-1,8,-8
2.0,1,-67,0.464,1,0,0,0,'(2 + √71),2,2 + √71,-2 - √71,2 + √71
-2.0,1,-67,2.678,1,1,0,0,'(2 - √71),2,-2 + √71,2 - √71,2 - √71
1.0,1,-70,0.785,0,-1,0,3,(17 + 2√71) (8 + √71) (?),-1,1 + √71,-1 - √71
-1.0,1,-70,2.356,0,-1,0,3,(17 - 2√71) (8 - √71) (?),-1,-1 + √71,1 - √71
0.0,1,-71,1.571,1,0,0,0,'(√71),2,√71,-√71,√71
12.0,1,73,0.083,1,0,0,0,'(12 + √71),2,12 + √71,-12 - √71,12 + √71
-12.0,1,73,3.058,1,1,0,0,'(12 - √71),2,-12 + √71,12 - √71,12 - √71
43.0,5,74,0.116,0,-1,0,2,(26 - 3√71) (?),-1,43 + 5√71,-43 - 5√71
-43.0,5,74,3.026,0,-1,0,2,(26 + 3√71) (?),-1,-43 + 5√71,43 - 5√71
19.0,2,77,0.105,0,0,0,2,(8 - √71) (42 + 5√71),0,19 + 2√71,-19 - 2√71
-19.0,2,77,3.037,0,1,0,2,(8 + √71) (42 - 5√71),1,-19 + 2√71,19 - 2√71
9,0,81,0.0,0,0,1,1,(3)²,0,9,-9
14.0,2,-88,0.142,0,-1,2,2,(42 - 5√71) (?),-1,14 + 2√71,-14 - 2√71
-14.0,2,-88,3.0,0,-1,2,2,(42 + 5√71) (?),-1,-14 + 2√71,14 - 2√71
35.0,4,89,0.114,1,0,0,0,'(35 + 4√71),2,35 + 4√71,-35 - 4√71,35 + 4√71
-35.0,4,89,3.028,1,1,0,0,'(35 - 4√71),2,-35 + 4√71,35 - 4√71,35 - 4√71
27.0,3,90,0.111,0,-1,0,3,(17 - 2√71) (3) (?),-1,27 + 3√71,-27 - 3√71
-27.0,3,90,3.031,0,-1,0,3,(17 + 2√71) (3) (?),-1,-27 + 3√71,27 - 3√71
41.0,5,-94,0.121,0,-1,0,2,(33 - 4√71) (?),-1,41 + 5√71,-41 - 5√71
-41.0,5,-94,3.02,0,-1,0,2,(33 + 4√71) (?),-1,-41 + 5√71,41 - 5√71
13.0,1,98,0.077,0,-1,1,2,(8 - √71)² (?),-1,13 + √71,-13 - √71
-13.0,1,98,3.065,0,-1,1,2,(8 + √71)² (?),-1,-13 + √71,13 - √71
10,0,100,0.0,0,-1,2,2,(17 + 2√71) (17 - 2√71) (?),-1,10,-10
23.0,3,-110,0.13,0,-1,0,3,(17 + 2√71) (42 + 5√71) (?),-1,23 + 3√71,-23 - 3√71
-23.0,3,-110,3.012,0,-1,0,3,(17 - 2√71) (42 - 5√71) (?),-1,-23 + 3√71,23 - 3√71
32.0,4,-112,0.124,0,-1,3,2,(8 + √71) (?),-1,32 + 4√71,-32 - 4√71
-32.0,4,-112,3.017,0,-1,3,2,(8 - √71) (?),-1,-32 + 4√71,32 - 4√71
