Id,Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
-42.0,16.0,4580,2.559,0,0,0,3,(2) (1.5 + 0.5√-11) (2.5 + 4.5√-11),1,-42 + 16√-11,42 - 16√-11
42.0,16.0,4580,0.583,0,1,0,3,(2) (1.5 - 0.5√-11) (2.5 - 4.5√-11),0,42 + 16√-11,-42 - 16√-11
-41.0,16.0,4497,2.548,0,0,0,2,(0.5 + 0.5√-11) (22.5 + 9.5√-11),1,-41 + 16√-11,41 - 16√-11
41.0,16.0,4497,0.594,0,1,0,2,(0.5 - 0.5√-11) (22.5 - 9.5√-11),0,41 + 16√-11,-41 - 16√-11
-44.5,15.5,4623,2.599,0,0,0,3,(0.5 + 0.5√-11) (4.5 + 0.5√-11) (6.5 + 1.5√-11),1,-44.5 + 15.5√-11,44.5 - 15.5√-11
44.5,15.5,4623,0.543,0,1,0,3,(0.5 - 0.5√-11) (4.5 - 0.5√-11) (6.5 - 1.5√-11),0,44.5 + 15.5√-11,-44.5 - 15.5√-11
-43.5,15.5,4535,2.589,0,0,0,2,(1.5 + 0.5√-11) (4 + 9√-11),1,-43.5 + 15.5√-11,43.5 - 15.5√-11
43.5,15.5,4535,0.553,0,1,0,2,(1.5 - 0.5√-11) (4 - 9√-11),0,43.5 + 15.5√-11,-43.5 - 15.5√-11
-46.0,15.0,4591,2.628,1,0,0,1,'(46 - 15√-11),1,-46 + 15√-11,46 - 15√-11
46.0,15.0,4591,0.514,1,0,0,1,'(46 + 15√-11),0,46 + 15√-11,-46 - 15√-11
-45.0,15.0,4500,2.618,0,1,3,5,(0.5 + 0.5√-11) (0.5 - 0.5√-11) (2) (1.5 + 0.5√-11) (1.5 - 0.5√-11)²,1,-45 + 15√-11,45 - 15√-11
45.0,15.0,4500,0.524,0,0,3,5,(0.5 + 0.5√-11) (0.5 - 0.5√-11) (2) (1.5 + 0.5√-11)² (1.5 - 0.5√-11),0,45 + 15√-11,-45 - 15√-11
-47.5,14.5,4569,2.656,0,1,0,2,(0.5 - 0.5√-11) (34.5 + 5.5√-11),1,-47.5 + 14.5√-11,47.5 - 14.5√-11
47.5,14.5,4569,0.486,0,0,0,2,(0.5 + 0.5√-11) (34.5 - 5.5√-11),0,47.5 + 14.5√-11,-47.5 - 14.5√-11
-49.0,14.0,4557,2.682,0,0,0,3,(0.5 + 0.5√-11) (2.5 + 1.5√-11) (7),1,-49 + 14√-11,49 - 14√-11
49.0,14.0,4557,0.46,0,1,0,3,(0.5 - 0.5√-11) (2.5 - 1.5√-11) (7),0,49 + 14√-11,-49 - 14√-11
-40.0,16.0,4416,2.536,0,1,2,3,(0.5 - 0.5√-11) (2)³ (4.5 + 0.5√-11),1,-40 + 16√-11,40 - 16√-11
40.0,16.0,4416,0.606,0,0,2,3,(0.5 + 0.5√-11) (2)³ (4.5 - 0.5√-11),0,40 + 16√-11,-40 - 16√-11
-42.5,15.5,4449,2.579,0,1,0,2,(0.5 - 0.5√-11) (35.5 + 4.5√-11),1,-42.5 + 15.5√-11,42.5 - 15.5√-11
42.5,15.5,4449,0.563,0,0,0,2,(0.5 + 0.5√-11) (35.5 - 4.5√-11),0,42.5 + 15.5√-11,-42.5 - 15.5√-11
-41.5,15.5,4365,2.568,0,0,1,3,(0.5 + 0.5√-11)² (1.5 - 0.5√-11) (8.5 + 1.5√-11),1,-41.5 + 15.5√-11,41.5 - 15.5√-11
41.5,15.5,4365,0.574,0,1,1,3,(0.5 - 0.5√-11)² (1.5 + 0.5√-11) (8.5 - 1.5√-11),0,41.5 + 15.5√-11,-41.5 - 15.5√-11
-44.0,15.0,4411,2.609,0,0,0,2,(√-11) (15 + 4√-11),1,-44 + 15√-11,44 - 15√-11
44.0,15.0,4411,0.533,0,0,0,2,(√-11) (15 - 4√-11),0,44 + 15√-11,-44 - 15√-11
-46.5,14.5,4475,2.647,0,0,1,2,(1.5 + 0.5√-11)² (10.5 + 2.5√-11),1,-46.5 + 14.5√-11,46.5 - 14.5√-11
46.5,14.5,4475,0.495,0,1,1,2,(1.5 - 0.5√-11)² (10.5 - 2.5√-11),0,46.5 + 14.5√-11,-46.5 - 14.5√-11
-45.5,14.5,4383,2.638,0,0,1,2,(0.5 + 0.5√-11)² (21.5 - 1.5√-11),1,-45.5 + 14.5√-11,45.5 - 14.5√-11
45.5,14.5,4383,0.504,0,1,1,2,(0.5 - 0.5√-11)² (21.5 + 1.5√-11),0,45.5 + 14.5√-11,-45.5 - 14.5√-11
-48.0,14.0,4460,2.674,0,0,0,3,(2) (1.5 + 0.5√-11) (0.5 + 4.5√-11),1,-48 + 14√-11,48 - 14√-11
48.0,14.0,4460,0.468,0,1,0,3,(2) (1.5 - 0.5√-11) (0.5 - 4.5√-11),0,48 + 14√-11,-48 - 14√-11
-47.0,14.0,4365,2.666,0,0,1,3,(0.5 - 0.5√-11)² (1.5 - 0.5√-11) (8.5 - 1.5√-11),1,-47 + 14√-11,47 - 14√-11
47.0,14.0,4365,0.476,0,1,1,3,(0.5 + 0.5√-11)² (1.5 + 0.5√-11) (8.5 + 1.5√-11),0,47 + 14√-11,-47 - 14√-11
-49.5,13.5,4455,2.701,0,0,3,4,(0.5 + 0.5√-11)² (0.5 - 0.5√-11)² (1.5 + 0.5√-11) (√-11),1,-49.5 + 13.5√-11,49.5 - 13.5√-11
49.5,13.5,4455,0.441,0,0,3,4,(0.5 + 0.5√-11)² (0.5 - 0.5√-11)² (1.5 - 0.5√-11) (√-11),0,49.5 + 13.5√-11,-49.5 - 13.5√-11
-48.5,13.5,4357,2.693,1,0,0,1,'(48.5 - 13.5√-11),1,-48.5 + 13.5√-11,48.5 - 13.5√-11
48.5,13.5,4357,0.449,1,0,0,1,'(48.5 + 13.5√-11),0,48.5 + 13.5√-11,-48.5 - 13.5√-11
-50.0,13.0,4359,2.719,0,0,0,2,(0.5 + 0.5√-11) (15.5 + 10.5√-11),1,-50 + 13√-11,50 - 13√-11
50.0,13.0,4359,0.423,0,1,0,2,(0.5 - 0.5√-11) (15.5 - 10.5√-11),0,50 + 13√-11,-50 - 13√-11
-39.0,16.0,4337,2.524,1,0,0,1,'(39 - 16√-11),1,-39 + 16√-11,39 - 16√-11
39.0,16.0,4337,0.618,1,0,0,1,'(39 + 16√-11),0,39 + 16√-11,-39 - 16√-11
-38.0,16.0,4260,2.512,0,1,0,4,(0.5 + 0.5√-11) (2) (1.5 - 0.5√-11) (1.5 - 2.5√-11),1,-38 + 16√-11,38 - 16√-11
38.0,16.0,4260,0.63,0,0,0,4,(0.5 - 0.5√-11) (2) (1.5 + 0.5√-11) (1.5 + 2.5√-11),0,38 + 16√-11,-38 - 16√-11
-40.5,15.5,4283,2.557,1,0,0,1,'(40.5 - 15.5√-11),1,-40.5 + 15.5√-11,40.5 - 15.5√-11
40.5,15.5,4283,0.585,1,0,0,1,'(40.5 + 15.5√-11),0,40.5 + 15.5√-11,-40.5 - 15.5√-11
-43.0,15.0,4324,2.599,0,1,0,3,(2) (4.5 - 0.5√-11) (6 - √-11),1,-43 + 15√-11,43 - 15√-11
43.0,15.0,4324,0.543,0,0,0,3,(2) (4.5 + 0.5√-11) (6 + √-11),0,43 + 15√-11,-43 - 15√-11
-42.0,15.0,4239,2.588,0,1,2,3,(0.5 + 0.5√-11) (0.5 - 0.5√-11)² (11.5 + 1.5√-11),1,-42 + 15√-11,42 - 15√-11
42.0,15.0,4239,0.554,0,0,2,3,(0.5 + 0.5√-11)² (0.5 - 0.5√-11) (11.5 - 1.5√-11),0,42 + 15√-11,-42 - 15√-11
-44.5,14.5,4293,2.628,0,0,3,2,(0.5 - 0.5√-11)⁴ (3 + 2√-11),1,-44.5 + 14.5√-11,44.5 - 14.5√-11
44.5,14.5,4293,0.514,0,1,3,2,(0.5 + 0.5√-11)⁴ (3 - 2√-11),0,44.5 + 14.5√-11,-44.5 - 14.5√-11
-46.0,14.0,4272,2.657,0,0,1,3,(0.5 + 0.5√-11) (2)² (4.5 + 2.5√-11),1,-46 + 14√-11,46 - 14√-11
46.0,14.0,4272,0.485,0,1,1,3,(0.5 - 0.5√-11) (2)² (4.5 - 2.5√-11),0,46 + 14√-11,-46 - 14√-11
-47.5,13.5,4261,2.685,1,0,0,1,'(47.5 - 13.5√-11),1,-47.5 + 13.5√-11,47.5 - 13.5√-11
47.5,13.5,4261,0.457,1,0,0,1,'(47.5 + 13.5√-11),0,47.5 + 13.5√-11,-47.5 - 13.5√-11
-49.0,13.0,4260,2.711,0,1,0,4,(0.5 - 0.5√-11) (2) (1.5 - 0.5√-11) (1.5 + 2.5√-11),1,-49 + 13√-11,49 - 13√-11
49.0,13.0,4260,0.431,0,0,0,4,(0.5 + 0.5√-11) (2) (1.5 + 0.5√-11) (1.5 - 2.5√-11),0,49 + 13√-11,-49 - 13√-11
-37.0,16.0,4185,2.499,0,0,2,3,(0.5 - 0.5√-11)³ (1.5 + 0.5√-11) (2.5 - 1.5√-11),1,-37 + 16√-11,37 - 16√-11
37.0,16.0,4185,0.643,0,1,2,3,(0.5 + 0.5√-11)³ (1.5 - 0.5√-11) (2.5 + 1.5√-11),0,37 + 16√-11,-37 - 16√-11
-36.0,16.0,4112,2.486,0,1,1,2,(2)² (9 - 4√-11),1,-36 + 16√-11,36 - 16√-11
36.0,16.0,4112,0.656,0,0,1,2,(2)² (9 + 4√-11),0,36 + 16√-11,-36 - 16√-11
-39.5,15.5,4203,2.545,0,0,1,2,(0.5 - 0.5√-11)² (1.5 - 6.5√-11),1,-39.5 + 15.5√-11,39.5 - 15.5√-11
39.5,15.5,4203,0.597,0,1,1,2,(0.5 + 0.5√-11)² (1.5 + 6.5√-11),0,39.5 + 15.5√-11,-39.5 - 15.5√-11
-38.5,15.5,4125,2.533,0,1,2,3,(0.5 + 0.5√-11) (1.5 + 0.5√-11)³ (√-11),1,-38.5 + 15.5√-11,38.5 - 15.5√-11
38.5,15.5,4125,0.609,0,1,2,3,(0.5 - 0.5√-11) (1.5 - 0.5√-11)³ (√-11),0,38.5 + 15.5√-11,-38.5 - 15.5√-11
-41.0,15.0,4156,2.577,0,1,0,2,(2) (20.5 - 7.5√-11),1,-41 + 15√-11,41 - 15√-11
41.0,15.0,4156,0.565,0,0,0,2,(2) (20.5 + 7.5√-11),0,41 + 15√-11,-41 - 15√-11
-43.5,14.5,4205,2.618,0,1,0,2,(1.5 - 0.5√-11) (29),1,-43.5 + 14.5√-11,43.5 - 14.5√-11
43.5,14.5,4205,0.524,0,0,0,2,(1.5 + 0.5√-11) (29),0,43.5 + 14.5√-11,-43.5 - 14.5√-11
-42.5,14.5,4119,2.608,0,0,0,2,(0.5 + 0.5√-11) (19.5 + 9.5√-11),1,-42.5 + 14.5√-11,42.5 - 14.5√-11
42.5,14.5,4119,0.534,0,1,0,2,(0.5 - 0.5√-11) (19.5 - 9.5√-11),0,42.5 + 14.5√-11,-42.5 - 14.5√-11
-45.0,14.0,4181,2.648,0,1,0,2,(3.5 - 1.5√-11) (10.5 + 0.5√-11),1,-45 + 14√-11,45 - 14√-11
45.0,14.0,4181,0.494,0,0,0,2,(3.5 + 1.5√-11) (10.5 - 0.5√-11),0,45 + 14√-11,-45 - 14√-11
-46.5,13.5,4167,2.676,0,1,1,3,(0.5 + 0.5√-11) (0.5 - 0.5√-11) (15.5 - 4.5√-11),1,-46.5 + 13.5√-11,46.5 - 13.5√-11
46.5,13.5,4167,0.466,0,0,1,3,(0.5 + 0.5√-11) (0.5 - 0.5√-11) (15.5 + 4.5√-11),0,46.5 + 13.5√-11,-46.5 - 13.5√-11
-48.0,13.0,4163,2.703,0,1,0,2,(4.5 - 0.5√-11) (12.5 - 1.5√-11),1,-48 + 13√-11,48 - 13√-11
48.0,13.0,4163,0.439,0,0,0,2,(4.5 + 0.5√-11) (12.5 + 1.5√-11),0,48 + 13√-11,-48 - 13√-11
-49.5,12.5,4169,2.73,0,0,0,2,(√-11) (12.5 + 4.5√-11),1,-49.5 + 12.5√-11,49.5 - 12.5√-11
49.5,12.5,4169,0.412,0,0,0,2,(√-11) (12.5 - 4.5√-11),0,49.5 + 12.5√-11,-49.5 - 12.5√-11
-35.0,16.0,4041,2.472,0,0,1,2,(0.5 + 0.5√-11)² (19.5 - 2.5√-11),1,-35 + 16√-11,35 - 16√-11
35.0,16.0,4041,0.67,0,1,1,2,(0.5 - 0.5√-11)² (19.5 + 2.5√-11),0,35 + 16√-11,-35 - 16√-11
-34.0,16.0,3972,2.458,0,1,0,3,(0.5 - 0.5√-11) (2) (17.5 + 1.5√-11),1,-34 + 16√-11,34 - 16√-11
34.0,16.0,3972,0.684,0,0,0,3,(0.5 + 0.5√-11) (2) (17.5 - 1.5√-11),0,34 + 16√-11,-34 - 16√-11
-37.5,15.5,4049,2.521,1,0,0,1,'(37.5 - 15.5√-11),1,-37.5 + 15.5√-11,37.5 - 15.5√-11
37.5,15.5,4049,0.621,1,0,0,1,'(37.5 + 15.5√-11),0,37.5 + 15.5√-11,-37.5 - 15.5√-11
-36.5,15.5,3975,2.508,0,0,1,3,(0.5 - 0.5√-11) (1.5 - 0.5√-11)² (3 - 2√-11),1,-36.5 + 15.5√-11,36.5 - 15.5√-11
36.5,15.5,3975,0.634,0,1,1,3,(0.5 + 0.5√-11) (1.5 + 0.5√-11)² (3 + 2√-11),0,36.5 + 15.5√-11,-36.5 - 15.5√-11
-40.0,15.0,4075,2.566,0,1,1,3,(1.5 + 0.5√-11) (1.5 - 0.5√-11) (8 - 3√-11),1,-40 + 15√-11,40 - 15√-11
40.0,15.0,4075,0.576,0,0,1,3,(1.5 + 0.5√-11) (1.5 - 0.5√-11) (8 + 3√-11),0,40 + 15√-11,-40 - 15√-11
-39.0,15.0,3996,2.554,0,0,2,4,(0.5 + 0.5√-11)² (0.5 - 0.5√-11) (2) (3.5 + 1.5√-11),1,-39 + 15√-11,39 - 15√-11
39.0,15.0,3996,0.588,0,1,2,4,(0.5 + 0.5√-11) (0.5 - 0.5√-11)² (2) (3.5 - 1.5√-11),0,39 + 15√-11,-39 - 15√-11
-41.5,14.5,4035,2.598,0,1,0,3,(0.5 - 0.5√-11) (1.5 + 0.5√-11) (15 - 2√-11),1,-41.5 + 14.5√-11,41.5 - 14.5√-11
41.5,14.5,4035,0.544,0,0,0,3,(0.5 + 0.5√-11) (1.5 - 0.5√-11) (15 + 2√-11),0,41.5 + 14.5√-11,-41.5 - 14.5√-11
-44.0,14.0,4092,2.638,0,1,0,4,(0.5 - 0.5√-11) (2) (√-11) (2.5 - 1.5√-11),1,-44 + 14√-11,44 - 14√-11
44.0,14.0,4092,0.504,0,1,0,4,(0.5 + 0.5√-11) (2) (√-11) (2.5 + 1.5√-11),0,44 + 14√-11,-44 - 14√-11
-43.0,14.0,4005,2.629,0,0,1,3,(0.5 + 0.5√-11)² (1.5 + 0.5√-11) (4.5 - 2.5√-11),1,-43 + 14√-11,43 - 14√-11
43.0,14.0,4005,0.513,0,1,1,3,(0.5 - 0.5√-11)² (1.5 - 0.5√-11) (4.5 + 2.5√-11),0,43 + 14√-11,-43 - 14√-11
-45.5,13.5,4075,2.667,0,1,1,2,(1.5 - 0.5√-11)² (8 + 3√-11),1,-45.5 + 13.5√-11,45.5 - 13.5√-11
45.5,13.5,4075,0.475,0,0,1,2,(1.5 + 0.5√-11)² (8 - 3√-11),0,45.5 + 13.5√-11,-45.5 - 13.5√-11
-44.5,13.5,3985,2.658,0,0,0,2,(1.5 + 0.5√-11) (1.5 + 8.5√-11),1,-44.5 + 13.5√-11,44.5 - 13.5√-11
44.5,13.5,3985,0.484,0,1,0,2,(1.5 - 0.5√-11) (1.5 - 8.5√-11),0,44.5 + 13.5√-11,-44.5 - 13.5√-11
-47.0,13.0,4068,2.695,0,0,1,3,(0.5 + 0.5√-11)² (2) (10.5 - 0.5√-11),1,-47 + 13√-11,47 - 13√-11
47.0,13.0,4068,0.447,0,1,1,3,(0.5 - 0.5√-11)² (2) (10.5 + 0.5√-11),0,47 + 13√-11,-47 - 13√-11
-46.0,13.0,3975,2.687,0,1,1,3,(0.5 - 0.5√-11) (1.5 + 0.5√-11)² (3 - 2√-11),1,-46 + 13√-11,46 - 13√-11
46.0,13.0,3975,0.455,0,0,1,3,(0.5 + 0.5√-11) (1.5 - 0.5√-11)² (3 + 2√-11),0,46 + 13√-11,-46 - 13√-11
-48.5,12.5,4071,2.722,0,1,0,3,(0.5 - 0.5√-11) (4.5 + 0.5√-11) (7.5 + 0.5√-11),1,-48.5 + 12.5√-11,48.5 - 12.5√-11
48.5,12.5,4071,0.42,0,0,0,3,(0.5 + 0.5√-11) (4.5 - 0.5√-11) (7.5 - 0.5√-11),0,48.5 + 12.5√-11,-48.5 - 12.5√-11
-47.5,12.5,3975,2.714,0,0,1,4,(0.5 + 0.5√-11) (1.5 + 0.5√-11) (1.5 - 0.5√-11) (3 + 2√-11),1,-47.5 + 12.5√-11,47.5 - 12.5√-11
47.5,12.5,3975,0.428,0,1,1,4,(0.5 - 0.5√-11) (1.5 + 0.5√-11) (1.5 - 0.5√-11) (3 - 2√-11),0,47.5 + 12.5√-11,-47.5 - 12.5√-11
-50.0,12.0,4084,2.748,0,1,0,2,(2) (25 - 6√-11),1,-50 + 12√-11,50 - 12√-11
50.0,12.0,4084,0.394,0,0,0,2,(2) (25 + 6√-11),0,50 + 12√-11,-50 - 12√-11
-49.0,12.0,3985,2.741,0,1,0,2,(1.5 + 0.5√-11) (1.5 - 8.5√-11),1,-49 + 12√-11,49 - 12√-11
49.0,12.0,3985,0.401,0,0,0,2,(1.5 - 0.5√-11) (1.5 + 8.5√-11),0,49 + 12√-11,-49 - 12√-11
-33.0,16.0,3905,2.443,0,0,0,3,(1.5 - 0.5√-11) (√-11) (1.5 + 2.5√-11),1,-33 + 16√-11,33 - 16√-11
33.0,16.0,3905,0.699,0,0,0,3,(1.5 + 0.5√-11) (√-11) (1.5 - 2.5√-11),0,33 + 16√-11,-33 - 16√-11
-35.5,15.5,3903,2.495,0,0,0,2,(0.5 + 0.5√-11) (22.5 + 8.5√-11),1,-35.5 + 15.5√-11,35.5 - 15.5√-11
35.5,15.5,3903,0.647,0,1,0,2,(0.5 - 0.5√-11) (22.5 - 8.5√-11),0,35.5 + 15.5√-11,-35.5 - 15.5√-11
-38.0,15.0,3919,2.542,1,0,0,1,'(38 - 15√-11),1,-38 + 15√-11,38 - 15√-11
38.0,15.0,3919,0.6,1,0,0,1,'(38 + 15√-11),0,38 + 15√-11,-38 - 15√-11
-37.0,15.0,3844,2.53,0,0,1,2,(2) (2.5 + 1.5√-11)²,1,-37 + 15√-11,37 - 15√-11
37.0,15.0,3844,0.612,0,1,1,2,(2) (2.5 - 1.5√-11)²,0,37 + 15√-11,-37 - 15√-11
-40.5,14.5,3953,2.587,0,1,0,2,(7.5 - 0.5√-11) (6.5 - 1.5√-11),1,-40.5 + 14.5√-11,40.5 - 14.5√-11
40.5,14.5,3953,0.555,0,0,0,2,(7.5 + 0.5√-11) (6.5 + 1.5√-11),0,40.5 + 14.5√-11,-40.5 - 14.5√-11
-39.5,14.5,3873,2.576,0,0,0,2,(0.5 + 0.5√-11) (20 + 9√-11),1,-39.5 + 14.5√-11,39.5 - 14.5√-11
39.5,14.5,3873,0.566,0,1,0,2,(0.5 - 0.5√-11) (20 - 9√-11),0,39.5 + 14.5√-11,-39.5 - 14.5√-11
-42.0,14.0,3920,2.618,0,1,1,3,(2)² (1.5 - 0.5√-11) (7),1,-42 + 14√-11,42 - 14√-11
42.0,14.0,3920,0.524,0,0,1,3,(2)² (1.5 + 0.5√-11) (7),0,42 + 14√-11,-42 - 14√-11
-43.5,13.5,3897,2.649,0,1,1,3,(0.5 + 0.5√-11) (0.5 - 0.5√-11) (14.5 - 4.5√-11),1,-43.5 + 13.5√-11,43.5 - 13.5√-11
43.5,13.5,3897,0.493,0,0,1,3,(0.5 + 0.5√-11) (0.5 - 0.5√-11) (14.5 + 4.5√-11),0,43.5 + 13.5√-11,-43.5 - 13.5√-11
-45.0,13.0,3884,2.678,0,1,0,2,(2) (22.5 - 6.5√-11),1,-45 + 13√-11,45 - 13√-11
45.0,13.0,3884,0.464,0,0,0,2,(2) (22.5 + 6.5√-11),0,45 + 13√-11,-45 - 13√-11
-46.5,12.5,3881,2.706,1,0,0,1,'(46.5 - 12.5√-11),1,-46.5 + 12.5√-11,46.5 - 12.5√-11
46.5,12.5,3881,0.436,1,0,0,1,'(46.5 + 12.5√-11),0,46.5 + 12.5√-11,-46.5 - 12.5√-11
-48.0,12.0,3888,2.733,0,0,5,3,(0.5 + 0.5√-11) (0.5 - 0.5√-11)⁴ (2)²,1,-48 + 12√-11,48 - 12√-11
48.0,12.0,3888,0.409,0,1,5,3,(0.5 + 0.5√-11)⁴ (0.5 - 0.5√-11) (2)²,0,48 + 12√-11,-48 - 12√-11
-49.5,11.5,3905,2.759,0,1,0,3,(1.5 - 0.5√-11) (√-11) (1.5 - 2.5√-11),1,-49.5 + 11.5√-11,49.5 - 11.5√-11
49.5,11.5,3905,0.383,0,1,0,3,(1.5 + 0.5√-11) (√-11) (1.5 + 2.5√-11),0,49.5 + 11.5√-11,-49.5 - 11.5√-11
-32.0,16.0,3840,2.428,0,0,3,3,(0.5 + 0.5√-11) (2)⁴ (1.5 + 0.5√-11),1,-32 + 16√-11,32 - 16√-11
